ticker,date,signal,tier,primary_strategy,strategy_name,strategies_active,n_signals,hold_days,exit_date,current_price,entry_lo,entry_hi,target,stop_loss,reward_pct,risk_pct,rr_ratio,dir_prob,win_rate_hist,rsi_14,adx_14,macd_histogram,rel_volume,net_foreign_flow_5d,hurst_60d,t25_risk_val,t25_risk_label,garch_sigma,vwap_deviation,strat_PRICE_DOWN_15_MA20,strat_RSI_OVERSOLD,strat_PRICE_DOWN_15_20D,strat_DMI_WAVE,strat_SAR_MACD,strat_BOLLINGER,strat_VOLUME_EXPLOSION,strat_UPTREND,strat_STOCH_RSI
KBC,2016-07-14,BUY,3,UPTREND,Uptrend,['UPTREND'],1,180,2017-03-23,11.76,0,0,0,0,-100.0,100.0,-1.0,59.3,59.3,69.6,26.7,0.0608,0.95,-2.78,0.99,5.97,TRUNG BÌNH,33.28,5.8,0,0,0,0,0,0,0,1,0
KBC,2016-07-15,BUY,3,UPTREND,Uptrend,['UPTREND'],1,180,2017-03-24,11.76,0,0,0,0,-100.0,100.0,-1.0,59.3,59.3,69.6,26.8,0.0502,0.74,0.81,0.99,5.79,TRUNG BÌNH,32.27,5.33,0,0,0,0,0,0,0,1,0
KBC,2016-07-18,BUY,3,UPTREND,Uptrend,['UPTREND'],1,180,2017-03-27,11.76,0,0,0,0,-100.0,100.0,-1.0,59.3,59.3,69.6,27.0,0.0377,0.9,-0.92,0.99,5.62,TRUNG BÌNH,31.28,4.87,0,0,0,0,0,0,0,1,0
KBC,2016-07-19,BUY,2,DMI_WAVE,Lướt Sóng DMI,"['DMI_WAVE', 'UPTREND']",2,10,2016-08-02,11.83,0,0,0,0,-100.0,100.0,-1.0,75.0,70.0,70.8,27.5,0.0291,0.8,2.99,0.99,5.46,TRUNG BÌNH,30.42,5.11,0,0,0,1,0,0,0,1,0
KBC,2016-07-21,BUY,3,UPTREND,Uptrend,['UPTREND'],1,180,2017-03-30,11.34,0,0,0,0,-100.0,100.0,-1.0,59.3,59.3,54.9,26.3,-0.0361,0.45,-7.62,0.99,5.57,TRUNG BÌNH,31.06,0.41,0,0,0,0,0,0,0,1,0
KBC,2016-07-22,BUY,3,UPTREND,Uptrend,['UPTREND'],1,180,2017-03-31,11.9,0,0,0,0,-100.0,100.0,-1.0,59.3,59.3,65.1,26.3,-0.0221,1.55,-2.9,0.99,6.41,TRUNG BÌNH,35.71,4.41,0,0,0,0,0,0,0,1,0
KBC,2016-07-25,BUY,3,UPTREND,Uptrend,['UPTREND'],1,180,2017-04-03,11.83,0,0,0,0,-100.0,100.0,-1.0,59.3,59.3,63.2,26.4,-0.0199,1.35,4.63,0.99,6.23,TRUNG BÌNH,34.7,3.27,0,0,0,0,0,0,0,1,0
KBC,2016-07-26,BUY,2,DMI_WAVE,Lướt Sóng DMI,"['DMI_WAVE', 'UPTREND']",2,10,2016-08-09,11.9,0,0,0,0,-100.0,100.0,-1.0,75.0,70.0,64.3,26.8,-0.0162,1.15,-2.11,0.99,6.05,TRUNG BÌNH,33.72,3.43,0,0,0,1,0,0,0,1,0
KBC,2016-07-27,BUY,2,UPTREND,Uptrend,"['UPTREND', 'STOCH_RSI']",2,180,2017-04-05,11.97,0,0,0,0,-100.0,100.0,-1.0,64.3,59.3,65.4,27.2,-0.0117,1.1,1.97,0.99,5.88,TRUNG BÌNH,32.77,3.54,0,0,0,0,0,0,0,1,1
KBC,2016-07-28,BUY,2,DMI_WAVE,Lướt Sóng DMI,"['DMI_WAVE', 'UPTREND']",2,10,2016-08-11,12.18,0,0,0,0,-100.0,100.0,-1.0,75.0,70.0,68.7,28.1,0.002,1.41,-1.18,0.99,5.83,TRUNG BÌNH,32.5,4.87,0,0,0,1,0,0,0,1,0
