2026-03-23 03:14:51,811 | INFO     | tuner | Tuning LSTM (100 trials)...
2026-03-23 03:26:10,121 | INFO     | tuner | LSTM best AUC: 0.7351  params={'units_1': 197, 'units_2': 91, 'dropout': 0.41309026406733246, 'learning_rate': 0.005700057849173293, 'batch_size': 16, 'epochs': 51}
2026-03-23 03:26:10,121 | INFO     | models |   Fitting xgb…
2026-03-23 03:26:10,280 | INFO     | models |   Fitting lgbm…
2026-03-23 03:26:10,316 | INFO     | models |   Fitting lstm…
2026-03-23 03:26:19,303 | INFO     | transformer_pipeline | [transformer] Fine-tuning on PLX...
2026-03-23 03:26:19,481 | INFO     | transformer_pipeline | [transformer] PLX: transferred pre-trained weights
2026-03-23 03:26:26,863 | INFO     | transformer_pipeline | [transformer] PLX fine-tune TEST: AUC=0.5463  Acc=0.5847
2026-03-23 03:26:27,056 | INFO     | pipeline |   Transformer val predictions ready: 91 samples
2026-03-23 03:26:27,063 | INFO     | tuner | Tuning 4-model ensemble weights (XGB+LGBM+LSTM+Transformer)...
2026-03-23 03:26:27,362 | INFO     | tuner | 4-model weights: {'xgb': 0.09167059981744485, 'lgbm': 0.43045407165708643, 'lstm': 0.20721180399170244, 'transformer': 0.27066352453376635}  AUC=0.7924
2026-03-23 03:26:27,375 | INFO     | pipeline |   TEST PLX  AUC=0.4410  Acc=0.6154
2026-03-23 03:26:27,381 | INFO     | models | Saved ensemble for PLX h=5
2026-03-23 03:26:27,385 | INFO     | pipeline | --- SAB -----------------------------------
2026-03-23 03:26:27,444 | INFO     | features | Feature matrix: 758 rows × 108 columns
2026-03-23 03:26:27,445 | INFO     | target_engineering |   Vol-adjusted labels: 65.6% of rows kept (threshold=0.3x daily vol, dropped 34.4% near-zero moves)
2026-03-23 03:26:27,446 | INFO     | target_engineering |   Vol-adjusted labels: 82.6% of rows kept (threshold=0.3x daily vol, dropped 17.4% near-zero moves)
2026-03-23 03:26:27,447 | INFO     | target_engineering |   Vol-adjusted labels: 86.1% of rows kept (threshold=0.3x daily vol, dropped 13.9% near-zero moves)
2026-03-23 03:26:27,449 | INFO     | target_engineering |   Vol-adjusted labels: 89.3% of rows kept (threshold=0.3x daily vol, dropped 10.7% near-zero moves)
2026-03-23 03:26:27,455 | INFO     | pipeline |   Splits: train=459, val=97, test=97
2026-03-23 03:26:27,569 | INFO     | target_engineering |   Feature selection: kept 40/99 features (dropped 59 low-importance)
2026-03-23 03:26:27,570 | INFO     | tuner | Tuning XGBoost (600 trials)...
2026-03-23 03:27:31,583 | INFO     | tuner | XGB best AUC: 0.7106  params={'n_estimators': 125, 'max_depth': 10, 'learning_rate': 0.013078562116619367, 'subsample': 0.6722498077023247, 'colsample_bytree': 0.6312089485265432, 'min_child_weight': 9, 'gamma': 0.07307631816358139, 'reg_alpha': 1.9953400798247913, 'reg_lambda': 4.59989196329753, 'eval_metric': 'logloss', 'random_state': 42, 'n_jobs': -1}
2026-03-23 03:27:31,584 | INFO     | tuner | Tuning LightGBM (600 trials)...
2026-03-23 03:28:08,735 | INFO     | tuner | LGBM best AUC: 0.7962  params={'n_estimators': 286, 'num_leaves': 74, 'learning_rate': 0.01370854183961806, 'feature_fraction': 0.9903704733885419, 'bagging_fraction': 0.8456906647445894, 'bagging_freq': 6, 'min_child_samples': 20, 'reg_alpha': 1.4965913039196246, 'reg_lambda': 0.29197643205205, 'random_state': 42, 'n_jobs': -1, 'verbose': -1}
2026-03-23 03:28:08,736 | INFO     | tuner | Tuning LSTM (100 trials)...
2026-03-23 03:48:19,948 | INFO     | tuner | LSTM best AUC: 0.7785  params={'units_1': 89, 'units_2': 39, 'dropout': 0.314048934097163, 'learning_rate': 0.008556856327895995, 'batch_size': 16, 'epochs': 26}
2026-03-23 03:48:19,949 | INFO     | models |   Fitting xgb…
2026-03-23 03:48:20,034 | INFO     | models |   Fitting lgbm…
2026-03-23 03:48:20,131 | INFO     | models |   Fitting lstm…
2026-03-23 03:48:27,700 | INFO     | transformer_pipeline | [transformer] Fine-tuning on SAB...
2026-03-23 03:48:27,876 | INFO     | transformer_pipeline | [transformer] SAB: transferred pre-trained weights
2026-03-23 03:48:35,350 | INFO     | transformer_pipeline | [transformer] SAB fine-tune TEST: AUC=0.5666  Acc=0.5882
2026-03-23 03:48:35,554 | INFO     | pipeline |   Transformer val predictions ready: 97 samples
2026-03-23 03:48:35,561 | INFO     | tuner | Tuning 4-model ensemble weights (XGB+LGBM+LSTM+Transformer)...
2026-03-23 03:48:35,860 | INFO     | tuner | 4-model weights: {'xgb': 0.12844807133218278, 'lgbm': 0.5916714261402618, 'lstm': 0.14467674951462303, 'transformer': 0.13520375301293214}  AUC=0.7465
2026-03-23 03:48:35,870 | INFO     | pipeline |   TEST SAB  AUC=0.5547  Acc=0.5464
2026-03-23 03:48:35,878 | INFO     | models | Saved ensemble for SAB h=5
2026-03-23 03:48:35,882 | INFO     | pipeline | --- VHM -----------------------------------
2026-03-23 03:48:35,941 | INFO     | features | Feature matrix: 718 rows × 108 columns
2026-03-23 03:48:35,942 | INFO     | target_engineering |   Vol-adjusted labels: 63.1% of rows kept (threshold=0.3x daily vol, dropped 36.9% near-zero moves)
2026-03-23 03:48:35,943 | INFO     | target_engineering |   Vol-adjusted labels: 80.6% of rows kept (threshold=0.3x daily vol, dropped 19.4% near-zero moves)
2026-03-23 03:48:35,945 | INFO     | target_engineering |   Vol-adjusted labels: 85.7% of rows kept (threshold=0.3x daily vol, dropped 14.3% near-zero moves)
2026-03-23 03:48:35,946 | INFO     | target_engineering |   Vol-adjusted labels: 89.6% of rows kept (threshold=0.3x daily vol, dropped 10.4% near-zero moves)
2026-03-23 03:48:35,951 | INFO     | pipeline |   Splits: train=431, val=92, test=92
2026-03-23 03:48:36,052 | INFO     | target_engineering |   Feature selection: kept 40/99 features (dropped 59 low-importance)
2026-03-23 03:48:36,053 | INFO     | tuner | Tuning XGBoost (600 trials)...
2026-03-23 03:50:16,064 | INFO     | tuner | XGB best AUC: 0.6674  params={'n_estimators': 747, 'max_depth': 10, 'learning_rate': 0.284350796727754, 'subsample': 0.9849964901888759, 'colsample_bytree': 0.9583236437871046, 'min_child_weight': 4, 'gamma': 0.952408023244395, 'reg_alpha': 1.1499455040136515, 'reg_lambda': 0.5865740541152591, 'eval_metric': 'logloss', 'random_state': 42, 'n_jobs': -1}
2026-03-23 03:50:16,065 | INFO     | tuner | Tuning LightGBM (600 trials)...
2026-03-23 03:50:40,644 | INFO     | tuner | LGBM best AUC: 0.7391  params={'n_estimators': 509, 'num_leaves': 81, 'learning_rate': 0.19306845076634666, 'feature_fraction': 0.6778612165319939, 'bagging_fraction': 0.7284744772699124, 'bagging_freq': 1, 'min_child_samples': 9, 'reg_alpha': 0.6194550269191329, 'reg_lambda': 1.8367092891319192, 'random_state': 42, 'n_jobs': -1, 'verbose': -1}
2026-03-23 03:50:40,645 | INFO     | tuner | Tuning LSTM (100 trials)...
2026-03-23 04:09:06,202 | INFO     | tuner | LSTM best AUC: 0.8869  params={'units_1': 35, 'units_2': 100, 'dropout': 0.15100282807895224, 'learning_rate': 0.003762711989486235, 'batch_size': 16, 'epochs': 74}
2026-03-23 04:09:06,203 | INFO     | models |   Fitting xgb…
2026-03-23 04:09:06,383 | INFO     | models |   Fitting lgbm…
2026-03-23 04:09:06,420 | INFO     | models |   Fitting lstm…
2026-03-23 04:09:12,734 | INFO     | transformer_pipeline | [transformer] Fine-tuning on VHM...
2026-03-23 04:09:12,914 | INFO     | transformer_pipeline | [transformer] VHM: transferred pre-trained weights
2026-03-23 04:09:20,551 | INFO     | transformer_pipeline | [transformer] VHM fine-tune TEST: AUC=0.4590  Acc=0.5124
2026-03-23 04:09:20,745 | INFO     | pipeline |   Transformer val predictions ready: 92 samples
2026-03-23 04:09:20,751 | INFO     | tuner | Tuning 4-model ensemble weights (XGB+LGBM+LSTM+Transformer)...
2026-03-23 04:09:21,055 | INFO     | tuner | 4-model weights: {'xgb': 0.08416442815193237, 'lgbm': 0.4375308059747179, 'lstm': 0.14742085254850085, 'transformer': 0.33088391332484884}  AUC=0.7749
2026-03-23 04:09:21,064 | INFO     | pipeline |   TEST VHM  AUC=0.4308  Acc=0.5543
2026-03-23 04:09:21,077 | INFO     | models | Saved ensemble for VHM h=5
2026-03-23 04:09:21,080 | INFO     | pipeline | --- HPA -----------------------------------
2026-03-23 04:09:21,122 | INFO     | features | Feature matrix: 0 rows × 108 columns
2026-03-23 04:09:21,122 | ERROR    | pipeline | Training failed for HPA: HPA has only 0 usable rows (minimum: 10).
Traceback (most recent call last):
  File "C:\Users\proin\Desktop\Project\VNStockPredictor\pipeline.py", line 124, in run
    metrics = self._train_symbol(
        sym, data[sym], vnindex,
        transformer_pipeline=self._transformer_pipeline
    )
  File "C:\Users\proin\Desktop\Project\VNStockPredictor\pipeline.py", line 189, in _train_symbol
    raise ValueError(
        f"{sym} has only {len(feat_df)} usable rows (minimum: {MIN_ROWS})."
    )
ValueError: HPA has only 0 usable rows (minimum: 10).
2026-03-23 04:09:21,123 | INFO     | pipeline | --- SHS -----------------------------------
2026-03-23 04:09:21,164 | INFO     | features | Feature matrix: 758 rows × 108 columns
2026-03-23 04:09:21,165 | INFO     | target_engineering |   Vol-adjusted labels: 69.5% of rows kept (threshold=0.3x daily vol, dropped 30.5% near-zero moves)
2026-03-23 04:09:21,166 | INFO     | target_engineering |   Vol-adjusted labels: 83.5% of rows kept (threshold=0.3x daily vol, dropped 16.5% near-zero moves)
2026-03-23 04:09:21,167 | INFO     | target_engineering |   Vol-adjusted labels: 86.5% of rows kept (threshold=0.3x daily vol, dropped 13.5% near-zero moves)
2026-03-23 04:09:21,169 | INFO     | target_engineering |   Vol-adjusted labels: 89.1% of rows kept (threshold=0.3x daily vol, dropped 10.9% near-zero moves)
2026-03-23 04:09:21,174 | INFO     | pipeline |   Splits: train=460, val=98, test=98
2026-03-23 04:09:21,273 | INFO     | target_engineering |   Feature selection: kept 40/99 features (dropped 59 low-importance)
2026-03-23 04:09:21,274 | INFO     | tuner | Tuning XGBoost (600 trials)...
2026-03-23 04:13:12,326 | INFO     | tuner | XGB best AUC: 0.8862  params={'n_estimators': 652, 'max_depth': 10, 'learning_rate': 0.029704911419859308, 'subsample': 0.7993568428779404, 'colsample_bytree': 0.6328719762508203, 'min_child_weight': 1, 'gamma': 0.3254940944099037, 'reg_alpha': 0.20006252020385196, 'reg_lambda': 0.7745235389733207, 'eval_metric': 'logloss', 'random_state': 42, 'n_jobs': -1}
2026-03-23 04:13:12,327 | INFO     | tuner | Tuning LightGBM (600 trials)...
2026-03-23 04:13:37,377 | INFO     | tuner | LGBM best AUC: 0.9274  params={'n_estimators': 731, 'num_leaves': 137, 'learning_rate': 0.016363582308177915, 'feature_fraction': 0.6065048263860854, 'bagging_fraction': 0.7876045541244516, 'bagging_freq': 7, 'min_child_samples': 14, 'reg_alpha': 0.2622981457394752, 'reg_lambda': 0.17902548034377888, 'random_state': 42, 'n_jobs': -1, 'verbose': -1}
2026-03-23 04:13:37,378 | INFO     | tuner | Tuning LSTM (100 trials)...
2026-03-23 04:33:58,946 | INFO     | tuner | LSTM best AUC: 0.9023  params={'units_1': 177, 'units_2': 88, 'dropout': 0.22722965792628622, 'learning_rate': 0.008168937383816842, 'batch_size': 16, 'epochs': 48}
2026-03-23 04:33:58,946 | INFO     | models |   Fitting xgb…
2026-03-23 04:33:59,321 | INFO     | models |   Fitting lgbm…
2026-03-23 04:33:59,354 | INFO     | models |   Fitting lstm…
2026-03-23 04:34:26,559 | INFO     | transformer_pipeline | [transformer] Fine-tuning on SHS...
2026-03-23 04:34:26,736 | INFO     | transformer_pipeline | [transformer] SHS: transferred pre-trained weights
2026-03-23 04:34:36,054 | INFO     | transformer_pipeline | [transformer] SHS fine-tune TEST: AUC=0.5597  Acc=0.4167
2026-03-23 04:34:36,264 | INFO     | pipeline |   Transformer val predictions ready: 98 samples
2026-03-23 04:34:36,272 | INFO     | tuner | Tuning 4-model ensemble weights (XGB+LGBM+LSTM+Transformer)...
2026-03-23 04:34:36,568 | INFO     | tuner | 4-model weights: {'xgb': 0.27617850311364683, 'lgbm': 0.3666257430971151, 'lstm': 0.24888178952522755, 'transformer': 0.10831396426401049}  AUC=0.9720
2026-03-23 04:34:36,581 | INFO     | pipeline |   TEST SHS  AUC=0.5716  Acc=0.5408
2026-03-23 04:34:36,591 | INFO     | models | Saved ensemble for SHS h=5
2026-03-23 04:34:36,596 | INFO     | pipeline | --- VGI -----------------------------------
2026-03-23 04:34:36,654 | INFO     | features | Feature matrix: 758 rows × 108 columns
2026-03-23 04:34:36,655 | INFO     | target_engineering |   Vol-adjusted labels: 68.1% of rows kept (threshold=0.3x daily vol, dropped 31.9% near-zero moves)
2026-03-23 04:34:36,656 | INFO     | target_engineering |   Vol-adjusted labels: 79.9% of rows kept (threshold=0.3x daily vol, dropped 20.1% near-zero moves)
2026-03-23 04:34:36,658 | INFO     | target_engineering |   Vol-adjusted labels: 84.3% of rows kept (threshold=0.3x daily vol, dropped 15.7% near-zero moves)
2026-03-23 04:34:36,659 | INFO     | target_engineering |   Vol-adjusted labels: 90.0% of rows kept (threshold=0.3x daily vol, dropped 10.0% near-zero moves)
2026-03-23 04:34:36,665 | INFO     | pipeline |   Splits: train=449, val=95, test=95
2026-03-23 04:34:36,759 | INFO     | target_engineering |   Feature selection: kept 40/99 features (dropped 59 low-importance)
2026-03-23 04:34:36,760 | INFO     | tuner | Tuning XGBoost (600 trials)...
2026-03-23 04:35:30,337 | INFO     | tuner | XGB best AUC: 0.7764  params={'n_estimators': 100, 'max_depth': 4, 'learning_rate': 0.01417087377995703, 'subsample': 0.6788020173296959, 'colsample_bytree': 0.6087376812498173, 'min_child_weight': 3, 'gamma': 0.8402114635906759, 'reg_alpha': 0.5427496439086951, 'reg_lambda': 4.970377062974734, 'eval_metric': 'logloss', 'random_state': 42, 'n_jobs': -1}
2026-03-23 04:35:30,338 | INFO     | tuner | Tuning LightGBM (600 trials)...
2026-03-23 04:36:02,258 | INFO     | tuner | LGBM best AUC: 0.8137  params={'n_estimators': 723, 'num_leaves': 102, 'learning_rate': 0.062228443541466304, 'feature_fraction': 0.6945577656356016, 'bagging_fraction': 0.9262984878157405, 'bagging_freq': 7, 'min_child_samples': 16, 'reg_alpha': 1.1159977905387504, 'reg_lambda': 1.31789321154461, 'random_state': 42, 'n_jobs': -1, 'verbose': -1}
2026-03-23 04:36:02,259 | INFO     | tuner | Tuning LSTM (100 trials)...
2026-03-23 05:02:01,028 | INFO     | tuner | LSTM best AUC: 0.7685  params={'units_1': 78, 'units_2': 16, 'dropout': 0.2701181150305512, 'learning_rate': 0.00019279121740880398, 'batch_size': 32, 'epochs': 60}
2026-03-23 05:02:01,028 | INFO     | models |   Fitting xgb…
2026-03-23 05:02:01,095 | INFO     | models |   Fitting lgbm…
2026-03-23 05:02:01,147 | INFO     | models |   Fitting lstm…
2026-03-23 05:02:04,202 | INFO     | transformer_pipeline | [transformer] Fine-tuning on VGI...
2026-03-23 05:02:04,384 | INFO     | transformer_pipeline | [transformer] VGI: transferred pre-trained weights
2026-03-23 05:02:17,329 | INFO     | transformer_pipeline | [transformer] VGI fine-tune TEST: AUC=0.4593  Acc=0.4872
2026-03-23 05:02:17,534 | INFO     | pipeline |   Transformer val predictions ready: 95 samples
2026-03-23 05:02:17,542 | INFO     | tuner | Tuning 4-model ensemble weights (XGB+LGBM+LSTM+Transformer)...
2026-03-23 05:02:17,845 | INFO     | tuner | 4-model weights: {'xgb': 0.14233421614604735, 'lgbm': 0.7344837102634725, 'lstm': 0.0634602580965636, 'transformer': 0.05972181549391658}  AUC=0.8194
2026-03-23 05:02:17,854 | INFO     | pipeline |   TEST VGI  AUC=0.4149  Acc=0.4526
2026-03-23 05:02:17,864 | INFO     | models | Saved ensemble for VGI h=5
2026-03-23 05:02:17,866 | INFO     | pipeline | Summary saved to results\training_summary_20260323_0502.json
2026-03-23 05:35:37,223 | INFO     | features | Feature matrix: 738 rows × 108 columns
2026-03-23 05:35:38,948 | INFO     | features | Feature matrix: 737 rows × 108 columns
2026-03-23 05:35:39,028 | INFO     | features | Feature matrix: 738 rows × 108 columns
2026-03-23 05:35:39,127 | INFO     | features | Feature matrix: 738 rows × 108 columns
2026-03-23 05:35:39,249 | INFO     | features | Feature matrix: 738 rows × 108 columns
2026-03-23 05:35:39,330 | INFO     | features | Feature matrix: 738 rows × 108 columns
2026-03-23 05:35:39,399 | INFO     | features | Feature matrix: 738 rows × 108 columns
2026-03-23 05:35:39,500 | INFO     | features | Feature matrix: 735 rows × 108 columns
2026-03-23 05:35:39,582 | INFO     | features | Feature matrix: 738 rows × 108 columns
2026-03-23 05:35:39,670 | INFO     | features | Feature matrix: 738 rows × 108 columns
2026-03-23 05:35:39,753 | INFO     | features | Feature matrix: 738 rows × 108 columns
2026-03-23 05:35:39,842 | INFO     | features | Feature matrix: 758 rows × 108 columns
2026-03-23 05:35:39,911 | INFO     | features | Feature matrix: 718 rows × 108 columns
2026-03-23 05:35:39,944 | ERROR    | pipeline | Prediction failed for HPA: No trained model for HPA. Run --mode train first.
2026-03-23 05:35:39,984 | INFO     | features | Feature matrix: 758 rows × 108 columns
2026-03-23 05:35:40,091 | INFO     | features | Feature matrix: 758 rows × 108 columns
2026-03-23 05:35:40,119 | INFO     | pipeline | Predictions saved to results\predictions_20260323.json
2026-03-23 05:35:40,123 | INFO     | main | VNM: [DOWN] -0.28% | confidence=36.9% | target_price=59.83
2026-03-23 05:35:40,191 | INFO     | main | 
====================================================
  VNM     HOLD [--]  Conf=22.1%  AUC=0.668
====================================================
  Entry zone :         59 -         61
  Stop-loss  :         57  (-4.7%)
  Take-profit:         66  (+9.4%)
  R/R ratio  : 1 : 2.00
  Position   : 0.0% of capital
  Pivot PP   :         61  S1=61  R1=62
  Fib 61.8%  :         64  38.2%=68
  Basis      : Models: ichimoku, supertrend, psar, hma20 | ATR14=2 | SL=1.5xATR TP=3.0xATR
  Math votes : {'ichimoku': -1, 'supertrend': -1, 'psar': -1, 'hma20': -1, 'don_pct': -1, 'squeeze': -1, 'pivot': -1}
2026-03-23 05:35:40,191 | INFO     | main | VIC: [DOWN] +0.25% | confidence=41.8% | target_price=135.33
2026-03-23 05:35:40,253 | INFO     | main | 
====================================================
  VIC     HOLD [--]  Conf=25.1%  AUC=0.297
====================================================
  Entry zone :        132 -        138
  Stop-loss  :        122  (-9.9%)
  Take-profit:        162  (+19.8%)
  R/R ratio  : 1 : 2.00
  Position   : 0.0% of capital
  Pivot PP   :        147  S1=143  R1=149
  Fib 61.8%  :        152  38.2%=162
  Basis      : Models: ichimoku, supertrend, psar, hma20 | ATR14=9 | SL=1.5xATR TP=3.0xATR
  Math votes : {'ichimoku': -1, 'supertrend': -1, 'psar': -1, 'hma20': -1, 'donchian': -1, 'squeeze': -1, 'pivot': -1}
2026-03-23 05:35:40,254 | INFO     | main | HPG: [DOWN] -0.01% | confidence=42.8% | target_price=25.90
2026-03-23 05:35:40,315 | INFO     | main | 
====================================================
  HPG     HOLD [--]  Conf=25.7%  AUC=0.678
====================================================
  Entry zone :         26 -         26
  Stop-loss  :         25  (-4.5%)
  Take-profit:         28  (+9.0%)
  R/R ratio  : 1 : 2.00
  Position   : 0.0% of capital
  Pivot PP   :         27  S1=26  R1=27
  Fib 61.8%  :         27  38.2%=28
  Basis      : Models: ichimoku, supertrend, psar, hma20 | ATR14=1 | SL=1.5xATR TP=3.0xATR
  Math votes : {'ichimoku': -1, 'supertrend': -1, 'psar': -1, 'hma20': -1, 'don_pct': -1, 'squeeze': -1, 'pivot': -1}
2026-03-23 05:35:40,316 | INFO     | main | VCB: [UP]   +0.32% | confidence=61.2% | target_price=58.18
2026-03-23 05:35:40,381 | INFO     | main | 
====================================================
  VCB     HOLD [--]  Conf=42.5%  AUC=0.648
====================================================
  Entry zone :         57 -         59
  Stop-loss  :         55  (-4.6%)
  Take-profit:         63  (+9.2%)
  R/R ratio  : 1 : 2.00
  Position   : 0.0% of capital
  Pivot PP   :         60  S1=59  R1=60
  Fib 61.8%  :         61  38.2%=63
  Basis      : AI conf=61.2% | Models: psar | ATR14=2 | SL=1.5xATR TP=3.0xATR
  Math votes : {'ichimoku': -1, 'supertrend': -1, 'psar': 1, 'hma20': -1, 'don_pct': -1, 'squeeze': -1, 'pivot': -1}
2026-03-23 05:35:40,382 | INFO     | main | FPT: [UP]   +0.66% | confidence=67.8% | target_price=75.09
2026-03-23 05:35:40,458 | INFO     | main | 
====================================================
  FPT     HOLD [--]  Conf=40.7%  AUC=0.665
====================================================
  Entry zone :         74 -         75
  Stop-loss  :         70  (-5.7%)
  Take-profit:         83  (+11.3%)
  R/R ratio  : 1 : 2.00
  Position   : 0.0% of capital
  Pivot PP   :         77  S1=76  R1=78
  Fib 61.8%  :         82  38.2%=88
  Basis      : AI conf=67.8% | ATR14=3 | SL=1.5xATR TP=3.0xATR
  Math votes : {'ichimoku': -1, 'supertrend': -1, 'psar': -1, 'hma20': -1, 'don_pct': -1, 'squeeze': -1, 'pivot': -1}
2026-03-23 05:35:40,459 | INFO     | main | MWG: [UP]   +0.58% | confidence=59.6% | target_price=80.16
2026-03-23 05:35:40,553 | INFO     | main | 
====================================================
  MWG     HOLD [--]  Conf=35.8%  AUC=0.594
====================================================
  Entry zone :         79 -         81
  Stop-loss  :         75  (-5.7%)
  Take-profit:         89  (+11.4%)
  R/R ratio  : 1 : 2.00
  Position   : 0.0% of capital
  Pivot PP   :         82  S1=82  R1=83
  Fib 61.8%  :         84  38.2%=88
  Basis      : ATR14=3 | SL=1.5xATR TP=3.0xATR
  Math votes : {'ichimoku': -1, 'supertrend': -1, 'psar': -1, 'hma20': -1, 'don_pct': -1, 'squeeze': -1, 'pivot': -1}
2026-03-23 05:35:40,553 | INFO     | main | MSN: [UP]   +0.15% | confidence=56.0% | target_price=71.41
2026-03-23 05:35:40,640 | INFO     | main | 
====================================================
  MSN     HOLD [--]  Conf=39.3%  AUC=0.643
====================================================
  Entry zone :         70 -         72
  Stop-loss  :         67  (-5.7%)
  Take-profit:         79  (+11.4%)
  R/R ratio  : 1 : 2.00
  Position   : 0.0% of capital
  Pivot PP   :         75  S1=74  R1=76
  Fib 61.8%  :         72  38.2%=76
  Basis      : Models: psar | ATR14=3 | SL=1.5xATR TP=3.0xATR
  Math votes : {'ichimoku': -1, 'supertrend': -1, 'psar': 1, 'hma20': -1, 'don_pct': -1, 'squeeze': -1, 'pivot': -1}
2026-03-23 05:35:40,641 | INFO     | main | TCB: [UP]   +0.90% | confidence=70.4% | target_price=30.12
2026-03-23 05:35:40,781 | INFO     | main | 
====================================================
  TCB     HOLD [--]  Conf=47.9%  AUC=0.591
====================================================
  Entry zone :         30 -         30
  Stop-loss  :         29  (-4.0%)
  Take-profit:         32  (+8.0%)
  R/R ratio  : 1 : 2.00
  Position   : 0.0% of capital
  Pivot PP   :         30  S1=30  R1=30
  Fib 61.8%  :         32  38.2%=34
  Basis      : AI conf=70.4% | Models: hma20 | ATR14=1 | SL=1.5xATR TP=3.0xATR
  Math votes : {'ichimoku': -1, 'supertrend': -1, 'psar': -1, 'hma20': 1, 'don_pct': -1, 'squeeze': -1, 'pivot': -1}
2026-03-23 05:35:40,781 | INFO     | main | SSI: [DOWN] +0.16% | confidence=45.3% | target_price=26.99
2026-03-23 05:35:40,896 | INFO     | main | 
====================================================
  SSI     HOLD [--]  Conf=30.1%  AUC=0.654
====================================================
  Entry zone :         27 -         27
  Stop-loss  :         25  (-6.7%)
  Take-profit:         31  (+13.4%)
  R/R ratio  : 1 : 2.00
  Position   : 0.0% of capital
  Pivot PP   :         27  S1=27  R1=28
  Fib 61.8%  :         30  38.2%=32
  Basis      : Models: ichimoku, supertrend, psar, hma20 | ATR14=1 | SL=1.5xATR TP=3.0xATR
  Math votes : {'ichimoku': -1, 'supertrend': -1, 'psar': -1, 'hma20': -1, 'don_pct': -1, 'squeeze': -1, 'pivot': 0}
2026-03-23 05:35:40,896 | INFO     | main | GAS: [DOWN] -0.50% | confidence=26.3% | target_price=81.59
2026-03-23 05:35:40,989 | INFO     | main | 
====================================================
  GAS     HOLD [--]  Conf=15.8%  AUC=0.520
====================================================
  Entry zone :         80 -         84
  Stop-loss  :         71  (-12.9%)
  Take-profit:        103  (+25.9%)
  R/R ratio  : 1 : 2.00
  Position   : 0.0% of capital
  Pivot PP   :         89  S1=86  R1=91
  Fib 61.8%  :        101  38.2%=113
  Basis      : Models: ichimoku, supertrend, psar, hma20 | ATR14=7 | SL=1.5xATR TP=3.0xATR
  Math votes : {'ichimoku': -1, 'supertrend': -1, 'psar': -1, 'hma20': -1, 'donchian': -1, 'squeeze': -1, 'pivot': -1}
2026-03-23 05:35:40,990 | INFO     | main | PLX: [UP]   +0.32% | confidence=54.3% | target_price=42.94
2026-03-23 05:35:41,062 | INFO     | main | 
====================================================
  PLX     HOLD [--]  Conf=32.6%  AUC=0.441
====================================================
  Entry zone :         42 -         44
  Stop-loss  :         37  (-13.9%)
  Take-profit:         55  (+27.8%)
  R/R ratio  : 1 : 2.00
  Position   : 0.0% of capital
  Pivot PP   :         47  S1=45  R1=48
  Fib 61.8%  :         53  38.2%=60
  Basis      : ATR14=4 | SL=1.5xATR TP=3.0xATR
  Math votes : {'ichimoku': -1, 'supertrend': -1, 'psar': -1, 'hma20': -1, 'donchian': -1, 'squeeze': -1, 'pivot': -1}
2026-03-23 05:35:41,062 | INFO     | main | SAB: [DOWN] -0.54% | confidence=34.6% | target_price=42.37
2026-03-23 05:35:41,137 | INFO     | main | 
====================================================
  SAB     HOLD [--]  Conf=20.8%  AUC=0.555
====================================================
  Entry zone :         42 -         43
  Stop-loss  :         41  (-4.2%)
  Take-profit:         46  (+8.4%)
  R/R ratio  : 1 : 2.00
  Position   : 0.0% of capital
  Pivot PP   :         44  S1=44  R1=45
  Fib 61.8%  :         45  38.2%=47
  Basis      : Models: ichimoku, supertrend, psar, hma20 | ATR14=1 | SL=1.5xATR TP=3.0xATR
  Math votes : {'ichimoku': -1, 'supertrend': -1, 'psar': -1, 'hma20': -1, 'don_pct': -1, 'squeeze': -1, 'pivot': -1}
2026-03-23 05:35:41,137 | INFO     | main | VHM: [DOWN] -0.16% | confidence=38.7% | target_price=99.84
2026-03-23 05:35:41,213 | INFO     | main | 
====================================================
  VHM     HOLD [--]  Conf=43.2%  AUC=0.431
====================================================
  Entry zone :         99 -        101
  Stop-loss  :         93  (-7.2%)
  Take-profit:        114  (+14.4%)
  R/R ratio  : 1 : 2.00
  Position   : 0.0% of capital
  Pivot PP   :        102  S1=101  R1=104
  Fib 61.8%  :         97  38.2%=103
  Basis      : Models: psar, hma20, squeeze | ATR14=5 | SL=1.5xATR TP=3.0xATR
  Math votes : {'ichimoku': -1, 'supertrend': -1, 'psar': 1, 'hma20': 1, 'don_pct': 0, 'squeeze': 1, 'pivot': -1}
2026-03-23 05:35:41,214 | INFO     | main | SHS: [DOWN] -0.17% | confidence=37.8% | target_price=15.97
2026-03-23 05:35:41,291 | INFO     | main | 
====================================================
  SHS     HOLD [--]  Conf=31.2%  AUC=0.572
====================================================
  Entry zone :         16 -         16
  Stop-loss  :         14  (-10.7%)
  Take-profit:         19  (+21.4%)
  R/R ratio  : 1 : 2.00
  Position   : 0.0% of capital
  Pivot PP   :         16  S1=15  R1=16
  Fib 61.8%  :         17  38.2%=18
  Basis      : Models: ichimoku, supertrend, psar, don_pct | ATR14=1 | SL=1.5xATR TP=3.0xATR
  Math votes : {'ichimoku': -1, 'supertrend': -1, 'psar': -1, 'hma20': 1, 'don_pct': -1, 'squeeze': -1, 'pivot': 0}
