2026-03-24 05:03:20,332 | INFO     | target_engineering |   Vol-adjusted labels: 88.8% of rows kept (threshold=0.3x daily vol, dropped 11.2% near-zero moves)
2026-03-24 05:03:20,342 | INFO     | features | Feature matrix: 2597 rows × 184 columns
2026-03-24 05:03:20,351 | INFO     | pipeline |   Splits: train=1570, val=336, test=336
2026-03-24 05:03:20,566 | INFO     | target_engineering |   Feature selection: kept 40/175 features (dropped 135 low-importance)
2026-03-24 05:03:20,568 | INFO     | tuner | Tuning XGBoost (60 trials)...
2026-03-24 05:03:21,155 | WARNING  | tuner | XGB tuning: all trials failed — using default params
2026-03-24 05:03:21,155 | INFO     | tuner | Tuning LightGBM (60 trials)...
2026-03-24 05:03:25,504 | INFO     | tuner | LGBM best AUC: 0.6028  params={'n_estimators': 274, 'num_leaves': 129, 'learning_rate': 0.16838338927796795, 'feature_fraction': 0.9053427945895693, 'bagging_fraction': 0.9830143691191846, 'bagging_freq': 5, 'min_child_samples': 18, 'reg_alpha': 0.8385960421927434, 'reg_lambda': 0.79836402180109, 'random_state': 42, 'n_jobs': -1, 'verbose': -1}
2026-03-24 05:03:25,505 | INFO     | tuner | Tuning LSTM (30 trials)...
2026-03-24 05:03:25,708 | WARNING  | tuner | LSTM tuning: all trials failed — using default params
2026-03-24 05:03:25,709 | INFO     | models |   Fitting xgb...
2026-03-24 05:03:25,721 | ERROR    | pipeline | Training failed for GEX: [05:03:25] C:\actions-runner\_work\xgboost\xgboost\src\data\gradient_index.h:100: Check failed: valid: Input data contains `inf` or a value too large, while `missing` is not set to `inf`
Traceback (most recent call last):
  File "C:\Users\proin\Desktop\Project\VNStockPredictor\pipeline.py", line 129, in run
    metrics = self._train_symbol(
        sym, data[sym], vnindex,
        transformer_pipeline=self._transformer_pipeline
    )
  File "C:\Users\proin\Desktop\Project\VNStockPredictor\pipeline.py", line 256, in _train_symbol
    ensemble.fit(X_tr, y_tr, X_val, y_val)
    ~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\proin\Desktop\Project\VNStockPredictor\models.py", line 518, in fit
    m.fit(X_train, y_train, X_val, y_val)
    ~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\proin\Desktop\Project\VNStockPredictor\models.py", line 51, in fit
    self.model.fit(
    ~~~~~~~~~~~~~~^
        X_train, y_train,
        ^^^^^^^^^^^^^^^^^
        eval_set=eval_set,
        ^^^^^^^^^^^^^^^^^^
        verbose=False,
        ^^^^^^^^^^^^^^
    )
    ^
  File "C:\Users\proin\AppData\Local\Programs\Python\Python313\Lib\site-packages\xgboost\core.py", line 774, in inner_f
    return func(**kwargs)
  File "C:\Users\proin\AppData\Local\Programs\Python\Python313\Lib\site-packages\xgboost\sklearn.py", line 1789, in fit
    train_dmatrix, evals = _wrap_evaluation_matrices(
                           ~~~~~~~~~~~~~~~~~~~~~~~~~^
        missing=self.missing,
        ^^^^^^^^^^^^^^^^^^^^^
    ...<14 lines>...
        feature_types=feature_types,
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    )
    ^
  File "C:\Users\proin\AppData\Local\Programs\Python\Python313\Lib\site-packages\xgboost\sklearn.py", line 702, in _wrap_evaluation_matrices
    train_dmatrix = create_dmatrix(
        data=X,
    ...<9 lines>...
        ref=None,
    )
  File "C:\Users\proin\AppData\Local\Programs\Python\Python313\Lib\site-packages\xgboost\sklearn.py", line 1259, in _create_dmatrix
    return QuantileDMatrix(
        **kwargs, ref=ref, nthread=self.n_jobs, max_bin=self.max_bin
    )
  File "C:\Users\proin\AppData\Local\Programs\Python\Python313\Lib\site-packages\xgboost\core.py", line 774, in inner_f
    return func(**kwargs)
  File "C:\Users\proin\AppData\Local\Programs\Python\Python313\Lib\site-packages\xgboost\core.py", line 1768, in __init__
    self._init(
    ~~~~~~~~~~^
        data,
        ^^^^^
    ...<12 lines>...
        max_quantile_blocks=max_quantile_batches,
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    )
    ^
  File "C:\Users\proin\AppData\Local\Programs\Python\Python313\Lib\site-packages\xgboost\core.py", line 1834, in _init
    _check_call(ret)
    ~~~~~~~~~~~^^^^^
  File "C:\Users\proin\AppData\Local\Programs\Python\Python313\Lib\site-packages\xgboost\core.py", line 323, in _check_call
    raise XGBoostError(py_str(_LIB.XGBGetLastError()))
xgboost.core.XGBoostError: [05:03:25] C:\actions-runner\_work\xgboost\xgboost\src\data\gradient_index.h:100: Check failed: valid: Input data contains `inf` or a value too large, while `missing` is not set to `inf`
2026-03-24 05:03:25,723 | INFO     | pipeline | --- MSB -----------------------------------
2026-03-24 05:03:25,849 | INFO     | target_engineering |   Vol-adjusted labels: 66.8% of rows kept (threshold=0.3x daily vol, dropped 33.2% near-zero moves)
2026-03-24 05:03:25,850 | INFO     | target_engineering |   Vol-adjusted labels: 84.2% of rows kept (threshold=0.3x daily vol, dropped 15.8% near-zero moves)
2026-03-24 05:03:25,852 | INFO     | target_engineering |   Vol-adjusted labels: 87.4% of rows kept (threshold=0.3x daily vol, dropped 12.6% near-zero moves)
2026-03-24 05:03:25,853 | INFO     | target_engineering |   Vol-adjusted labels: 90.9% of rows kept (threshold=0.3x daily vol, dropped 9.1% near-zero moves)
2026-03-24 05:03:25,857 | INFO     | features | Feature matrix: 1305 rows × 184 columns
2026-03-24 05:03:25,862 | INFO     | pipeline |   Splits: train=798, val=171, test=171
2026-03-24 05:03:26,019 | INFO     | target_engineering |   Feature selection: kept 40/175 features (dropped 135 low-importance)
2026-03-24 05:03:26,021 | INFO     | tuner | Tuning XGBoost (60 trials)...
2026-03-24 05:03:44,780 | INFO     | tuner | XGB best AUC: 0.7169  params={'n_estimators': 303, 'max_depth': 7, 'learning_rate': 0.014199189467634417, 'subsample': 0.7772044886480671, 'colsample_bytree': 0.9093335913498312, 'min_child_weight': 3, 'gamma': 0.06645288840254837, 'reg_alpha': 1.825304062155218, 'reg_lambda': 1.9876377835459351, 'eval_metric': 'logloss', 'random_state': 42, 'n_jobs': -1}
2026-03-24 05:03:44,780 | INFO     | tuner | Tuning LightGBM (60 trials)...
2026-03-24 05:03:49,899 | INFO     | tuner | LGBM best AUC: 0.7571  params={'n_estimators': 286, 'num_leaves': 145, 'learning_rate': 0.03115500746227952, 'feature_fraction': 0.9056266547792715, 'bagging_fraction': 0.7942753620964699, 'bagging_freq': 3, 'min_child_samples': 12, 'reg_alpha': 1.0203956738535835, 'reg_lambda': 0.7719634431087152, 'random_state': 42, 'n_jobs': -1, 'verbose': -1}
2026-03-24 05:03:49,899 | INFO     | tuner | Tuning LSTM (30 trials)...
2026-03-24 05:04:12,627 | WARNING  | tuner | LSTM tuning: all trials failed — using default params
2026-03-24 05:04:12,628 | INFO     | models |   Fitting xgb...
2026-03-24 05:04:12,984 | INFO     | models |   Fitting lgbm...
2026-03-24 05:04:13,070 | INFO     | models |   Fitting lstm...
2026-03-24 05:04:13,500 | ERROR    | pipeline | Training failed for MSB: name 'sched' is not defined
Traceback (most recent call last):
  File "C:\Users\proin\Desktop\Project\VNStockPredictor\pipeline.py", line 129, in run
    metrics = self._train_symbol(
        sym, data[sym], vnindex,
        transformer_pipeline=self._transformer_pipeline
    )
  File "C:\Users\proin\Desktop\Project\VNStockPredictor\pipeline.py", line 256, in _train_symbol
    ensemble.fit(X_tr, y_tr, X_val, y_val)
    ~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\proin\Desktop\Project\VNStockPredictor\models.py", line 518, in fit
    m.fit(X_train, y_train, X_val, y_val)
    ~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\proin\Desktop\Project\VNStockPredictor\models.py", line 279, in fit
    sched.step(val_loss)
    ^^^^^
NameError: name 'sched' is not defined. Did you forget to import 'sched'?
2026-03-24 05:04:13,503 | INFO     | pipeline | Summary saved to results\training_summary_20260324_0504.json
2026-03-24 05:33:06,646 | INFO     | main | Horizon: 5d (from config.PREDICTION_HORIZON)
2026-03-24 05:33:20,065 | INFO     | pipeline | === Training Pipeline | horizon=5d | 17 symbols ===
2026-03-24 05:33:23,238 | INFO     | vnstock.common.data | Not a stock. Company and finance data unavailable.
2026-03-24 05:33:29,976 | INFO     | data_fetcher | [vnstock] VNINDEX: 2645 rows fetched
2026-03-24 05:33:33,650 | INFO     | data_fetcher | [vnstock] VNM: 2645 rows fetched
2026-03-24 05:33:37,821 | INFO     | data_fetcher | [vnstock] VIC: 2645 rows fetched
2026-03-24 05:33:41,726 | INFO     | data_fetcher | [vnstock] HPG: 2645 rows fetched
2026-03-24 05:33:45,293 | INFO     | data_fetcher | [vnstock] VCB: 2645 rows fetched
2026-03-24 05:33:49,862 | INFO     | data_fetcher | [vnstock] FPT: 2645 rows fetched
2026-03-24 05:33:52,903 | INFO     | data_fetcher | [vnstock] MWG: 2645 rows fetched
2026-03-24 05:33:55,589 | INFO     | data_fetcher | [vnstock] MSN: 2645 rows fetched
2026-03-24 05:33:58,493 | INFO     | data_fetcher | [vnstock] SSI: 2645 rows fetched
2026-03-24 05:34:01,114 | INFO     | data_fetcher | [vnstock] GAS: 2645 rows fetched
2026-03-24 05:34:03,625 | INFO     | data_fetcher | [vnstock] PLX: 2228 rows fetched
2026-03-24 05:34:06,566 | INFO     | data_fetcher | [vnstock] SAB: 2319 rows fetched
2026-03-24 05:34:11,037 | INFO     | data_fetcher | [vnstock] VHM: 2645 rows fetched
2026-03-24 05:34:12,208 | INFO     | main | Horizon: 5d (from config.PREDICTION_HORIZON)
2026-03-24 05:34:13,440 | INFO     | apscheduler.scheduler | Adding job tentatively -- it will be properly scheduled when the scheduler starts
2026-03-24 05:34:13,441 | INFO     | apscheduler.scheduler | Adding job tentatively -- it will be properly scheduled when the scheduler starts
2026-03-24 05:34:13,441 | INFO     | apscheduler.scheduler | Adding job tentatively -- it will be properly scheduled when the scheduler starts
2026-03-24 05:34:13,441 | INFO     | apscheduler.scheduler | Adding job tentatively -- it will be properly scheduled when the scheduler starts
2026-03-24 05:34:13,441 | INFO     | apscheduler.scheduler | Adding job tentatively -- it will be properly scheduled when the scheduler starts
2026-03-24 05:34:13,441 | INFO     | scheduler | Registered jobs:
2026-03-24 05:34:13,441 | INFO     | scheduler |   [predict_morning] Pre-market predictions + signals  next_run=calculated at start
2026-03-24 05:34:13,442 | INFO     | scheduler |   [live_trading] Live intraday fine-tuning  next_run=calculated at start
2026-03-24 05:34:13,442 | INFO     | scheduler |   [update_daily] Daily fast update (no Optuna)  next_run=calculated at start
2026-03-24 05:34:13,442 | INFO     | scheduler |   [retrain_weekly] Weekly full retrain + Optuna  next_run=calculated at start
2026-03-24 05:34:13,442 | INFO     | scheduler |   [health_check] Health check  next_run=calculated at start
2026-03-24 05:34:13,442 | INFO     | scheduler | ============================================================
2026-03-24 05:34:13,442 | INFO     | scheduler | Vietnam Stock AI -- Daily Scheduler STARTED
2026-03-24 05:34:13,442 | INFO     | scheduler | Symbols  : VNM, VIC, HPG, VCB, FPT, MWG, MSN, SSI, GAS, PLX, SAB, VHM, HPA, SHS, VGI, GEX, MSB
2026-03-24 05:34:13,442 | INFO     | scheduler | Horizon  : 5 days
2026-03-24 05:34:13,442 | INFO     | scheduler | Timezone : Asia/Ho_Chi_Minh
2026-03-24 05:34:13,442 | INFO     | scheduler | Press Ctrl+C to stop.
2026-03-24 05:34:13,442 | INFO     | scheduler | ============================================================
2026-03-24 05:34:13,442 | INFO     | scheduler | Running initial prediction now...
2026-03-24 05:34:13,443 | INFO     | scheduler | [PREDICT JOB] Generating predictions | 2026-03-24T05:34:13.442981+07:00
2026-03-24 05:34:13,850 | INFO     | data_fetcher | [vnstock] HPA: 27 rows fetched
2026-03-24 05:34:13,851 | WARNING  | data_fetcher | HPA: only 27 rows available. This symbol may be too new or illiquid — consider removing it from your watchlist.
2026-03-24 05:34:17,475 | INFO     | data_fetcher | [vnstock] SHS: 2645 rows fetched
2026-03-24 05:34:19,225 | INFO     | data_fetcher | [vnstock] HPA: 27 rows fetched
2026-03-24 05:34:19,226 | WARNING  | data_fetcher | HPA: only 27 rows available. This symbol may be too new or illiquid — consider removing it from your watchlist.
2026-03-24 05:34:20,020 | INFO     | data_fetcher | [vnstock] VGI: 1869 rows fetched
2026-03-24 05:34:21,854 | INFO     | data_fetcher | [vnstock] VGI: 1869 rows fetched
2026-03-24 05:34:23,175 | INFO     | data_fetcher | [vnstock] GEX: 2597 rows fetched
2026-03-24 05:34:24,998 | INFO     | data_fetcher | [vnstock] GEX: 2597 rows fetched
2026-03-24 05:34:26,325 | INFO     | data_fetcher | [vnstock] MSB: 1305 rows fetched
2026-03-24 05:34:26,327 | INFO     | pipeline | === Stage 1: Pattern Transformer Pre-training ===
2026-03-24 05:34:26,327 | INFO     | pipeline |   --retrain-transformer flag set: will rebuild from scratch
2026-03-24 05:34:27,772 | INFO     | data_fetcher | [vnstock] MSB: 1305 rows fetched
2026-03-24 05:34:27,773 | ERROR    | pipeline | Prediction failed for VNM: No trained model for VNM. Run --mode train first.
2026-03-24 05:34:27,773 | ERROR    | pipeline | Prediction failed for VIC: No trained model for VIC. Run --mode train first.
2026-03-24 05:34:27,773 | ERROR    | pipeline | Prediction failed for HPG: No trained model for HPG. Run --mode train first.
2026-03-24 05:34:27,774 | ERROR    | pipeline | Prediction failed for VCB: No trained model for VCB. Run --mode train first.
2026-03-24 05:34:27,774 | ERROR    | pipeline | Prediction failed for FPT: No trained model for FPT. Run --mode train first.
2026-03-24 05:34:27,774 | ERROR    | pipeline | Prediction failed for MWG: No trained model for MWG. Run --mode train first.
2026-03-24 05:34:27,774 | ERROR    | pipeline | Prediction failed for MSN: No trained model for MSN. Run --mode train first.
2026-03-24 05:34:27,774 | ERROR    | pipeline | Prediction failed for SSI: No trained model for SSI. Run --mode train first.
2026-03-24 05:34:27,775 | ERROR    | pipeline | Prediction failed for GAS: No trained model for GAS. Run --mode train first.
2026-03-24 05:34:27,775 | ERROR    | pipeline | Prediction failed for PLX: No trained model for PLX. Run --mode train first.
2026-03-24 05:34:27,775 | ERROR    | pipeline | Prediction failed for SAB: No trained model for SAB. Run --mode train first.
2026-03-24 05:34:27,775 | ERROR    | pipeline | Prediction failed for VHM: No trained model for VHM. Run --mode train first.
2026-03-24 05:34:27,775 | ERROR    | pipeline | Prediction failed for HPA: No trained model for HPA. Run --mode train first.
2026-03-24 05:34:27,775 | ERROR    | pipeline | Prediction failed for SHS: No trained model for SHS. Run --mode train first.
2026-03-24 05:34:27,775 | ERROR    | pipeline | Prediction failed for VGI: No trained model for VGI. Run --mode train first.
2026-03-24 05:34:27,776 | ERROR    | pipeline | Prediction failed for GEX: No trained model for GEX. Run --mode train first.
2026-03-24 05:34:27,776 | ERROR    | pipeline | Prediction failed for MSB: No trained model for MSB. Run --mode train first.
2026-03-24 05:34:27,776 | INFO     | pipeline | Predictions saved to results\predictions_20260324.json
2026-03-24 05:34:27,777 | INFO     | apscheduler.scheduler | Added job "Pre-market predictions + signals" to job store "default"
2026-03-24 05:34:27,778 | INFO     | apscheduler.scheduler | Added job "Live intraday fine-tuning" to job store "default"
2026-03-24 05:34:27,778 | INFO     | apscheduler.scheduler | Added job "Daily fast update (no Optuna)" to job store "default"
2026-03-24 05:34:27,778 | INFO     | apscheduler.scheduler | Added job "Weekly full retrain + Optuna" to job store "default"
2026-03-24 05:34:27,778 | INFO     | apscheduler.scheduler | Added job "Health check" to job store "default"
2026-03-24 05:34:27,779 | INFO     | apscheduler.scheduler | Scheduler started
2026-03-24 05:34:28,755 | INFO     | pipeline | PyTorch 2.10.0+cpu detected — building Pattern Transformer
2026-03-24 05:34:28,764 | INFO     | transformer_pipeline | [transformer] === Stage 1: Pre-training on full market corpus ===
2026-03-24 05:34:28,825 | INFO     | pattern_dataset | [corpus] VNM: 1017 sequences  up=45.9%  down=54.1%
2026-03-24 05:34:28,877 | INFO     | pattern_dataset | [corpus] VIC: 1054 sequences  up=47.0%  down=53.0%
2026-03-24 05:34:28,930 | INFO     | pattern_dataset | [corpus] HPG: 1052 sequences  up=51.0%  down=49.0%
2026-03-24 05:34:28,981 | INFO     | pattern_dataset | [corpus] VCB: 1006 sequences  up=48.0%  down=52.0%
2026-03-24 05:34:29,036 | INFO     | pattern_dataset | [corpus] FPT: 1031 sequences  up=53.3%  down=46.7%
2026-03-24 05:34:29,104 | INFO     | pattern_dataset | [corpus] MWG: 1046 sequences  up=53.7%  down=46.3%
2026-03-24 05:34:29,188 | INFO     | pattern_dataset | [corpus] MSN: 1036 sequences  up=51.2%  down=48.8%
2026-03-24 05:34:29,271 | INFO     | pattern_dataset | [corpus] SSI: 1040 sequences  up=53.9%  down=46.1%
2026-03-24 05:34:29,328 | INFO     | pattern_dataset | [corpus] GAS: 1028 sequences  up=50.7%  down=49.3%
2026-03-24 05:34:29,366 | INFO     | pattern_dataset | [corpus] PLX: 654 sequences  up=52.0%  down=48.0%
2026-03-24 05:34:29,408 | INFO     | pattern_dataset | [corpus] SAB: 756 sequences  up=42.9%  down=57.1%
2026-03-24 05:34:29,480 | INFO     | pattern_dataset | [corpus] VHM: 1061 sequences  up=46.9%  down=53.1%
2026-03-24 05:34:29,481 | WARNING  | pattern_dataset | [corpus] HPA: too short (27 rows), skipping
2026-03-24 05:34:29,557 | INFO     | pattern_dataset | [corpus] SHS: 1038 sequences  up=52.6%  down=47.4%
2026-03-24 05:34:29,583 | INFO     | pattern_dataset | [corpus] VGI: 352 sequences  up=48.0%  down=52.0%
2026-03-24 05:34:29,639 | INFO     | pattern_dataset | [corpus] GEX: 996 sequences  up=53.6%  down=46.4%
2026-03-24 05:34:29,639 | WARNING  | pattern_dataset | [corpus] MSB: too short (1305 rows), skipping
2026-03-24 05:34:29,777 | INFO     | pattern_dataset | [corpus] Total: 14102 sequences across 17 symbols  up=50.0%
2026-03-24 05:34:29,903 | INFO     | pattern_dataset | [corpus] Saved to data\cache\pattern_corpus.pkl
2026-03-24 05:34:29,904 | INFO     | transformer_pipeline | [transformer] Corpus split: train=9872, val=2115, test=2115
2026-03-24 05:34:49,576 | INFO     | main | Horizon: 5d (from config.PREDICTION_HORIZON)
2026-03-24 05:34:51,649 | WARNING  | live_engine | [live] No model for VNM — run train first
2026-03-24 05:34:51,650 | WARNING  | live_engine | [live] No model for VIC — run train first
2026-03-24 05:34:51,650 | WARNING  | live_engine | [live] No model for HPG — run train first
2026-03-24 05:34:51,650 | WARNING  | live_engine | [live] No model for VCB — run train first
2026-03-24 05:34:51,651 | WARNING  | live_engine | [live] No model for FPT — run train first
2026-03-24 05:34:51,651 | WARNING  | live_engine | [live] No model for MWG — run train first
2026-03-24 05:34:51,651 | WARNING  | live_engine | [live] No model for MSN — run train first
2026-03-24 05:34:51,651 | WARNING  | live_engine | [live] No model for SSI — run train first
2026-03-24 05:34:51,652 | WARNING  | live_engine | [live] No model for GAS — run train first
2026-03-24 05:34:51,652 | WARNING  | live_engine | [live] No model for PLX — run train first
2026-03-24 05:34:51,652 | WARNING  | live_engine | [live] No model for SAB — run train first
2026-03-24 05:34:51,653 | WARNING  | live_engine | [live] No model for VHM — run train first
2026-03-24 05:34:51,653 | WARNING  | live_engine | [live] No model for HPA — run train first
2026-03-24 05:34:51,653 | WARNING  | live_engine | [live] No model for SHS — run train first
2026-03-24 05:34:51,653 | WARNING  | live_engine | [live] No model for VGI — run train first
2026-03-24 05:34:51,653 | WARNING  | live_engine | [live] No model for GEX — run train first
2026-03-24 05:34:51,654 | WARNING  | live_engine | [live] No model for MSB — run train first
2026-03-24 05:34:51,654 | INFO     | live_engine | ============================================================
2026-03-24 05:34:51,654 | INFO     | live_engine | Live Trading Engine STARTED
2026-03-24 05:34:51,654 | INFO     | live_engine | Symbols : VNM, VIC, HPG, VCB, FPT, MWG, MSN, SSI, GAS, PLX, SAB, VHM, HPA, SHS, VGI, GEX, MSB
2026-03-24 05:34:51,654 | INFO     | live_engine | Interval: every 15 minutes
2026-03-24 05:34:51,654 | INFO     | live_engine | ============================================================
2026-03-24 05:34:51,828 | INFO     | live_engine | [live] Update cycle at 05:34 ICT | 17 symbols
2026-03-24 05:34:51,828 | INFO     | live_engine | [live] Market closed at 05:34 ICT — live engine stopping
2026-03-24 05:34:51,828 | INFO     | live_engine | [live] Running final post-close update...
2026-03-24 05:34:51,833 | INFO     | live_engine | [live] Update cycle at 05:34 ICT | 17 symbols
2026-03-24 05:34:51,833 | INFO     | live_engine | [live] Live engine finished
2026-03-24 06:00:00,046 | INFO     | apscheduler.executors.default | Running job "Health check (trigger: cron[minute='0'], next run at: 2026-03-24 07:00:00 +07)" (scheduled at 2026-03-24 06:00:00+07:00)
2026-03-24 06:00:00,058 | INFO     | scheduler | [HEALTH] System alive | 2026-03-24 06:00 +07
2026-03-24 06:00:00,058 | INFO     | apscheduler.executors.default | Job "Health check (trigger: cron[minute='0'], next run at: 2026-03-24 07:00:00 +07)" executed successfully
2026-03-24 09:04:45,820 | ERROR    | vnai.scope.promo | Non-200 response fetching content: 400
2026-03-24 11:02:23,814 | INFO     | main | Horizon: 5d (from config.PREDICTION_HORIZON)
2026-03-24 11:02:37,466 | INFO     | pipeline | === Training Pipeline | horizon=5d | 17 symbols ===
2026-03-24 11:02:37,485 | INFO     | pipeline | === Stage 1: Pattern Transformer Pre-training ===
2026-03-24 11:02:40,202 | INFO     | pipeline | PyTorch 2.10.0+cpu detected — building Pattern Transformer
2026-03-24 11:02:40,205 | INFO     | transformer_pipeline | [transformer] Loading existing pre-trained model (skipping re-train)...
2026-03-24 11:02:40,236 | INFO     | pipeline | Pattern Transformer pre-train AUC: 0.5280
2026-03-24 11:02:40,236 | INFO     | pipeline | === Stage 2: Per-symbol training ===
2026-03-24 11:02:40,237 | INFO     | pipeline | --- VNM -----------------------------------
2026-03-24 11:02:40,475 | INFO     | target_engineering |   Vol-adjusted labels: 70.1% of rows kept (threshold=0.3x daily vol, dropped 29.9% near-zero moves)
2026-03-24 11:02:40,476 | INFO     | target_engineering |   Vol-adjusted labels: 83.3% of rows kept (threshold=0.3x daily vol, dropped 16.7% near-zero moves)
2026-03-24 11:02:40,478 | INFO     | target_engineering |   Vol-adjusted labels: 86.3% of rows kept (threshold=0.3x daily vol, dropped 13.7% near-zero moves)
2026-03-24 11:02:40,479 | INFO     | target_engineering |   Vol-adjusted labels: 90.2% of rows kept (threshold=0.3x daily vol, dropped 9.8% near-zero moves)
2026-03-24 11:02:40,489 | INFO     | features | Feature matrix: 2645 rows × 184 columns
2026-03-24 11:02:40,500 | INFO     | pipeline |   Splits: train=1599, val=342, test=342
2026-03-24 11:02:40,975 | INFO     | target_engineering |   Feature selection: kept 40/175 features (dropped 135 low-importance)
2026-03-24 11:02:40,978 | INFO     | tuner | Tuning XGBoost (60 trials)...
2026-03-24 11:02:54,214 | INFO     | tuner | XGB best AUC: 0.6884  params={'n_estimators': 119, 'max_depth': 6, 'learning_rate': 0.010573612752404982, 'subsample': 0.826892764751237, 'colsample_bytree': 0.9417458752984779, 'min_child_weight': 10, 'gamma': 0.19673631508378167, 'reg_alpha': 0.5812177952113899, 'reg_lambda': 0.632173620261685, 'eval_metric': 'logloss', 'random_state': 42, 'n_jobs': -1}
2026-03-24 11:02:54,215 | INFO     | tuner | Tuning LightGBM (60 trials)...
2026-03-24 11:03:00,719 | INFO     | tuner | LGBM best AUC: 0.7053  params={'n_estimators': 286, 'num_leaves': 20, 'learning_rate': 0.016516960151051526, 'feature_fraction': 0.9458108543942417, 'bagging_fraction': 0.6933425643471427, 'bagging_freq': 3, 'min_child_samples': 43, 'reg_alpha': 1.849089734427112, 'reg_lambda': 1.100334866617051, 'random_state': 42, 'n_jobs': -1, 'verbose': -1}
2026-03-24 11:03:00,719 | INFO     | tuner | Tuning LSTM (30 trials)...
2026-03-24 11:03:02,827 | WARNING  | tuner | LSTM tuning: all trials failed — using default params
2026-03-24 11:03:02,828 | INFO     | models |   Fitting xgb...
2026-03-24 11:03:03,000 | INFO     | models |   Fitting lgbm...
2026-03-24 11:03:03,121 | INFO     | models |   Fitting lstm...
2026-03-24 11:03:03,129 | ERROR    | pipeline | Training failed for VNM: ReduceLROnPlateau.__init__() got an unexpected keyword argument 'verbose'
Traceback (most recent call last):
  File "C:\Users\proin\Desktop\Project\VNStockPredictor\pipeline.py", line 129, in run
    metrics = self._train_symbol(
        sym, data[sym], vnindex,
        transformer_pipeline=self._transformer_pipeline
    )
  File "C:\Users\proin\Desktop\Project\VNStockPredictor\pipeline.py", line 256, in _train_symbol
    ensemble.fit(X_tr, y_tr, X_val, y_val)
    ~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\proin\Desktop\Project\VNStockPredictor\models.py", line 522, in fit
    m.fit(X_train, y_train, X_val, y_val)
    ~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\proin\Desktop\Project\VNStockPredictor\models.py", line 264, in fit
    sched      = torch.optim.lr_scheduler.ReduceLROnPlateau(
        opt, patience=5, factor=0.5, verbose=False
    )
TypeError: ReduceLROnPlateau.__init__() got an unexpected keyword argument 'verbose'
2026-03-24 11:03:03,131 | INFO     | pipeline | --- VIC -----------------------------------
2026-03-24 11:03:03,362 | INFO     | target_engineering |   Vol-adjusted labels: 61.4% of rows kept (threshold=0.3x daily vol, dropped 38.6% near-zero moves)
2026-03-24 11:03:03,363 | INFO     | target_engineering |   Vol-adjusted labels: 79.7% of rows kept (threshold=0.3x daily vol, dropped 20.3% near-zero moves)
2026-03-24 11:03:03,364 | INFO     | target_engineering |   Vol-adjusted labels: 85.6% of rows kept (threshold=0.3x daily vol, dropped 14.4% near-zero moves)
2026-03-24 11:03:03,366 | INFO     | target_engineering |   Vol-adjusted labels: 89.6% of rows kept (threshold=0.3x daily vol, dropped 10.4% near-zero moves)
2026-03-24 11:03:03,376 | INFO     | features | Feature matrix: 2645 rows × 184 columns
2026-03-24 11:03:03,384 | INFO     | pipeline |   Splits: train=1586, val=339, test=339
2026-03-24 11:03:03,595 | INFO     | target_engineering |   Feature selection: kept 40/175 features (dropped 135 low-importance)
2026-03-24 11:03:03,598 | INFO     | tuner | Tuning XGBoost (60 trials)...
2026-03-24 11:03:20,015 | INFO     | tuner | XGB best AUC: 0.5305  params={'n_estimators': 106, 'max_depth': 9, 'learning_rate': 0.21340053278674673, 'subsample': 0.9993024264165773, 'colsample_bytree': 0.7254129559384233, 'min_child_weight': 2, 'gamma': 0.8428464006980583, 'reg_alpha': 0.7401520527083869, 'reg_lambda': 2.767258203316601, 'eval_metric': 'logloss', 'random_state': 42, 'n_jobs': -1}
2026-03-24 11:03:20,015 | INFO     | tuner | Tuning LightGBM (60 trials)...
2026-03-24 11:03:23,504 | INFO     | tuner | LGBM best AUC: 0.6118  params={'n_estimators': 611, 'num_leaves': 122, 'learning_rate': 0.2230884043952836, 'feature_fraction': 0.6613317542156321, 'bagging_fraction': 0.8323227872307788, 'bagging_freq': 2, 'min_child_samples': 44, 'reg_alpha': 0.12554364736652956, 'reg_lambda': 0.9015862357281725, 'random_state': 42, 'n_jobs': -1, 'verbose': -1}
2026-03-24 11:03:23,504 | INFO     | tuner | Tuning LSTM (30 trials)...
2026-03-24 11:03:23,872 | WARNING  | tuner | LSTM tuning: all trials failed — using default params
2026-03-24 11:03:23,873 | INFO     | models |   Fitting xgb...
2026-03-24 11:03:23,970 | INFO     | models |   Fitting lgbm...
2026-03-24 11:03:24,035 | INFO     | models |   Fitting lstm...
2026-03-24 11:03:24,045 | ERROR    | pipeline | Training failed for VIC: ReduceLROnPlateau.__init__() got an unexpected keyword argument 'verbose'
Traceback (most recent call last):
