date,close,proba_fwd_positive_t180,proba_fwd_positive_t60,proba_fwd_positive_t5,proba_fwd_positive_t10,proba_fwd_positive_t20
2016-07-14,16.0,0.99243295,0.008127729,0.00032174744,0.0018427137,0.0010818441
2016-07-15,15.66,0.9976927,0.0036493228,0.00087540515,0.00016253495,0.0078369165
2016-07-18,15.89,0.99950504,0.00044318486,0.0005631034,0.0024465886,0.9906787
2016-07-19,16.0,0.999701,0.005258525,3.2798525e-05,0.00048352376,0.99647504
2016-07-20,15.2,0.99801624,0.9960671,0.001435077,0.00029900228,0.9949739
2016-07-21,14.74,0.9993795,0.99961734,0.99085426,0.0025279087,0.9993518
2016-07-22,15.43,0.9999306,0.99724483,0.0012574436,0.00067752245,0.9960854
2016-07-25,15.2,0.9999285,0.999627,0.0002878999,0.0025639005,0.9976151
2016-07-26,14.86,0.9998301,0.9995347,0.002440289,0.9971456,0.99320775
2016-07-27,14.86,0.9991085,0.99981743,0.0046790144,0.9994518,0.9970818
2016-07-28,15.2,0.99971706,0.9953452,0.0011288503,0.99639195,0.9990361
2016-07-29,15.31,0.99989486,0.998473,0.00080671837,0.9950204,0.9979393
2016-08-01,14.86,0.99987197,0.9996257,0.9969125,0.99922013,0.99877447
2016-08-02,14.17,0.99991345,0.9999168,0.99974126,0.99949205,0.9981523
2016-08-03,14.17,0.99985015,0.99957865,0.99983,0.99966955,0.99946326
2016-08-04,14.74,0.9993988,0.99977463,0.9992192,0.9957379,0.99835724
2016-08-05,15.09,0.9996896,0.99970657,0.99806386,0.9979691,0.99982005
2016-08-08,15.09,0.998055,0.99965346,0.997398,0.9941432,0.9983407
2016-08-09,14.97,0.9994697,0.9986099,0.9992021,0.99743086,0.99618655
2016-08-10,15.09,0.9997147,0.9981839,0.9987251,0.998287,0.99550974
2016-08-11,15.89,0.99973816,0.99891186,0.99719787,0.9955296,0.989354
2016-08-12,15.66,0.99974424,0.9989741,0.9994954,0.99518424,0.0037742516
2016-08-15,16.11,0.99950814,0.9990583,0.99373937,0.0014300075,0.0017463845
2016-08-16,16.57,0.9986104,0.9971545,0.99391526,0.00049764256,0.00012044124
2016-08-17,17.6,0.99767405,0.9885921,0.0010091022,2.4698329e-05,0.00019567768
2016-08-18,17.26,0.9956807,0.98963076,0.00030112092,0.00012579621,2.886243e-05
2016-08-19,17.37,0.9971124,0.99468887,0.0012220768,2.5955276e-05,2.5314055e-05
2016-08-22,17.26,0.9975647,0.9953027,0.00038290376,0.00018905164,3.483944e-05
2016-08-23,17.49,0.99885154,0.015203399,0.00030684864,3.326155e-05,6.955334e-05
2016-08-24,16.69,0.99594635,0.9993487,0.005539521,0.002708624,0.0011825812
2016-08-25,16.23,0.9997675,0.9999739,0.9996152,0.0016469432,0.00028778956
2016-08-26,16.34,0.9997484,0.9996928,0.9972464,0.0011204542,0.00026633844
2016-08-29,15.66,0.9999045,0.9999784,0.99912447,0.99059755,0.0043781423
2016-08-30,16.46,0.9999794,0.99592704,0.001142314,0.0007402664,0.0021245992
2016-08-31,16.46,0.9999267,0.99977344,0.0008561274,0.0020296576,0.0017984188
2016-09-01,16.34,0.9993944,0.9998796,0.00020155746,0.0022507964,0.0015823857
2016-09-05,16.57,0.9990709,0.9994155,1.7304541e-05,0.00027201738,0.00010072659
2016-09-06,16.69,0.9998722,0.9982767,9.2669194e-05,0.0003252491,0.001024363
2016-09-07,16.46,0.9998481,0.9998467,5.328361e-05,0.001740894,0.003097374
2016-09-08,16.46,0.99901986,0.9998098,0.0008799998,0.0008156368,0.0012685414
2016-09-09,16.0,0.9998198,0.9997354,0.0017802734,0.0042538275,0.0025351571
2016-09-12,15.43,0.9997973,0.9995189,0.0025326961,0.006971077,0.007436344
2016-09-13,15.83,0.9997124,0.99928504,0.0048353355,0.0025292244,0.007015604
2016-09-14,15.52,0.99988806,0.99692565,0.0034654469,0.9959155,0.99457306
2016-09-15,15.13,0.9992187,0.99675804,0.9949857,0.9970938,0.9974861
2016-09-16,15.33,0.99912196,0.99928975,0.9991418,0.99754363,0.99689746
2016-09-19,14.97,0.9997764,0.9997008,0.9987179,0.9976313,0.99716645
2016-09-20,15.26,0.9998976,0.99780697,0.99932957,0.9946761,0.9979867
2016-09-21,15.43,0.9998611,0.999471,0.9984364,0.004692431,0.9997093
2016-09-22,15.76,0.99944896,0.9944179,0.9991375,0.001888511,0.99767727
2016-09-23,15.66,0.99914,0.9980381,0.9990381,0.0029661,0.9991491
2016-09-26,15.43,0.99970156,0.99940574,0.9999051,0.0013804947,0.999225
2016-09-27,15.53,0.99993074,0.99998,0.9998665,0.004473157,0.9998987
2016-09-28,15.71,0.9999825,0.9999883,0.0033206928,0.99871445,0.9999944
2016-09-29,15.84,0.99999106,0.99998045,0.0026394716,0.9991347,0.9999776
2016-09-30,15.91,0.9999734,0.9998233,0.0016128662,0.99746025,0.9999684
2016-10-03,15.87,0.99992275,0.9999665,0.0030533604,0.99747664,0.9998865
2016-10-04,15.54,0.99998486,0.99999833,0.004363202,0.9996184,0.9999169
2016-10-05,15.43,0.9999871,0.999997,0.99646205,0.9992508,0.9999157
2016-10-06,15.52,0.99998295,0.9999943,0.9987658,0.99976,0.9999702
2016-10-07,15.37,0.9999511,0.99998474,0.99928063,0.9998944,0.9999697
2016-10-10,15.34,0.99993336,0.9999691,0.99997187,0.9994234,0.9994417
2016-10-11,15.47,0.99989605,0.99995756,0.99980634,0.99920875,0.999443
2016-10-12,15.77,0.99998975,0.9996766,0.9995192,0.9977894,0.9989483
2016-10-13,16.87,0.9997236,0.9983706,0.99732363,0.0065688714,0.99598277
2016-10-14,16.91,0.9998957,0.9974989,0.9991437,0.9958715,0.9922578
2016-10-17,16.38,0.9998344,0.9997495,0.99914753,0.99820054,0.9998147
2016-10-18,17.14,0.9987072,0.99688333,0.0034655372,0.0037407477,0.9989491
2016-10-19,17.18,0.9984628,0.995357,0.0012151176,0.0055030333,0.99643815
2016-10-20,17.14,0.9991937,0.9983954,0.002443819,0.99391633,0.99911696
2016-10-21,17.26,0.9995415,0.9955668,0.00037008128,0.9922271,0.9993488
2016-10-24,16.63,0.9998578,0.99914455,0.0039858045,0.9991677,0.9997397
2016-10-25,16.46,0.9996493,0.9999559,0.9995546,0.9999385,0.99996996
2016-10-26,16.46,0.9998122,0.99998283,0.99967444,0.99980193,0.9999989
2016-10-27,16.74,0.9999757,0.99845314,0.9996294,0.99987555,0.99997365
2016-10-28,16.97,0.9999614,0.99992955,0.99973804,0.9984863,0.9999223
2016-10-31,16.57,0.9999958,0.9998517,0.9999753,0.99994695,0.99980825
2016-11-01,16.8,0.999995,0.99993634,0.999925,0.9997032,0.9998468
2016-11-02,16.78,0.9999753,0.9999809,0.99975723,0.99961746,0.99986017
2016-11-03,17.49,0.99994564,0.998509,0.9991954,0.99978226,0.99930227
2016-11-04,17.31,0.9999522,0.99977595,0.9985316,0.99782145,0.9966678
2016-11-07,17.43,0.99990106,0.9999037,0.99950695,0.99894243,0.9934934
2016-11-08,17.62,0.9998016,0.99918467,0.9951886,0.9984061,0.0020305319
2016-11-09,17.71,0.9997944,0.99863607,0.0013637136,0.9974732,0.002160845
2016-11-10,18.0,0.99960643,0.9992143,0.00024728072,0.99548185,0.0015644276
2016-11-11,18.08,0.9999131,0.9897126,0.0011293569,0.9962534,0.0007431889
2016-11-14,17.94,0.99965394,0.9998741,0.0021982035,0.99679166,0.00016060293
2016-11-15,17.74,0.99992335,0.9997725,0.9942908,0.99924695,0.002012422
2016-11-16,17.49,0.9999255,0.9998692,0.99848527,0.9985644,0.99326104
2016-11-17,17.77,0.9999956,0.9996151,0.9983277,0.9984836,0.003833818
2016-11-18,17.83,0.9999939,0.99987936,0.9995945,0.99817824,0.00089675223
2016-11-21,17.89,0.9999906,0.9995372,0.9967738,0.9963856,0.0010699135
2016-11-22,18.79,0.9995931,0.99190795,0.0014300913,0.0009544134,8.17457e-05
2016-11-23,18.51,0.99964774,0.9987967,0.9947455,0.0004544032,0.0006338578
2016-11-24,18.53,0.9995678,0.9998704,0.9961212,0.0014957899,0.00092552643
