date,close,proba_fwd_positive_t180,proba_fwd_positive_t60,proba_fwd_positive_t5,proba_fwd_positive_t10,proba_fwd_positive_t20
2018-12-14,12.0,3.2948752e-05,0.9915479,0.003722635,0.9961916,0.9990125
2018-12-17,11.68,0.000121840116,0.9974728,0.00716422,0.9998723,0.99646324
2018-12-18,11.84,6.914148e-05,0.99203193,0.0048037604,0.9995504,0.9972313
2018-12-19,11.84,3.2699427e-05,0.99322927,0.006953594,0.9995285,0.996363
2018-12-20,11.84,0.0001188266,0.9955857,0.9922294,0.995805,0.9988304
2018-12-21,11.84,0.00013342853,0.99701643,0.9929811,0.99697924,0.99787724
2018-12-24,11.68,0.001509553,0.99841726,0.9978109,0.99773777,0.99802834
2018-12-25,11.6,0.00013990597,0.99475974,0.9954282,0.9994166,0.9993482
2018-12-26,11.76,5.9601924e-05,0.99704415,0.99784124,0.99669385,0.9997081
2018-12-27,12.63,1.084757e-05,0.0026330585,0.005145954,0.011741646,0.9954209
2019-01-14,12.32,7.398066e-05,0.0008356928,0.0026680466,0.9956867,0.9982957
2019-01-15,12.4,1.8564155e-05,0.00025109772,0.0027004646,0.9960758,0.99978167
2019-01-16,12.32,1.6370866e-05,0.00032798242,0.0021535216,0.9995914,0.999705
2019-01-17,12.32,1.917136e-05,0.00040345386,0.0060090106,0.99930716,0.999895
2019-01-18,12.0,8.478508e-05,0.002014619,0.9906369,0.999948,0.9991503
2019-01-21,12.12,2.8742563e-05,0.00058176555,0.9954483,0.9997142,0.9994531
2019-01-22,12.24,4.0959447e-05,0.0006074234,0.9992211,0.99868804,0.99959725
2019-01-23,12.24,3.5049517e-05,0.0015713322,0.9997826,0.99953246,0.999546
2019-01-24,12.16,3.970082e-05,0.0006797846,0.9997367,0.9997594,0.99963486
2019-01-25,12.16,4.380491e-05,0.00031776042,0.999361,0.99966395,0.99953973
2019-01-28,12.43,6.846295e-06,0.00018083936,0.9917359,0.9984591,0.99850297
2019-01-29,12.87,2.3521457e-06,3.0712796e-05,0.99598396,0.981458,0.9948527
2019-01-30,13.26,2.384188e-06,0.00027512404,0.9953353,0.0061040386,0.9938093
2019-01-31,12.99,1.1455136e-05,0.0007458896,0.9910443,0.0022614219,0.99790937
2019-02-01,13.07,7.931433e-06,0.00076184917,0.996007,0.00071509986,0.98962295
2019-02-11,13.38,2.5005643e-06,0.0007791789,0.9940698,0.0027967307,0.004652897
2019-02-12,13.34,1.5538623e-06,0.0008340703,0.9910062,0.0056111244,0.0051545664
2019-02-13,13.3,2.0821735e-06,0.00014196217,0.0047370703,0.0020485325,0.0013189618
2019-02-14,13.3,4.9454616e-06,0.0004785287,0.0083932895,0.0040820693,0.002121386
2019-02-15,13.22,4.5320753e-06,0.0009175259,0.00030834484,0.0011661996,0.001813256
2019-02-18,13.82,2.4569933e-06,0.00022622784,0.0003410168,0.00074638735,0.0009956766
2019-02-19,13.38,9.334115e-06,0.0042204047,0.0032982342,0.0032448592,0.0015318044
2019-02-20,13.07,1.05174495e-05,0.0022753314,0.0059022103,0.9943386,0.0036771477
2019-02-21,12.99,6.532259e-06,0.0013505721,0.005072131,0.9954462,0.0017070863
2019-02-22,12.79,1.0564999e-05,0.002818714,0.9894237,0.99524385,0.003212182
2019-02-25,12.95,1.2807563e-05,0.0015293194,0.9985833,0.015154038,0.001307941
2019-02-26,12.83,6.5698187e-06,0.0012687239,0.9985563,0.9944089,0.0011079478
2019-02-27,12.95,6.553061e-06,0.00084673875,0.9927649,0.9863598,0.0010611336
2019-02-28,12.71,1.7074666e-05,0.0013413887,0.9955987,0.99510646,0.00096544676
2019-03-01,13.18,7.81062e-06,0.0005870717,0.0015279921,0.0021535307,0.0041341037
2019-03-04,12.99,1.2773738e-05,0.001324087,0.00415,0.0058381585,0.00053683587
2019-03-05,13.26,5.632072e-06,0.0003269759,0.0001604312,0.003142736,0.00015329321
2019-03-06,13.3,5.1347715e-06,0.0003548622,0.00024934518,0.00047723297,0.00032834316
2019-03-07,13.38,1.7818542e-05,9.223571e-05,0.00051878515,0.00041997986,0.00054372795
2019-03-08,13.18,4.0941755e-05,0.0001738774,0.0066798097,0.0031466554,0.0008929158
2019-03-11,12.91,8.777017e-05,0.004871632,0.0012998377,0.0026993079,0.0024927561
2019-03-12,12.91,1.0063427e-05,0.0028984395,0.00040456554,0.0034650185,0.0032294376
2019-03-13,13.03,1.2958459e-05,0.000946181,0.0007355872,0.00084656244,0.0007295221
2019-03-14,13.1,1.0887658e-05,0.00016628389,0.0025863512,0.00071168767,0.0006546077
2019-03-15,12.87,2.2515558e-05,0.0009156513,0.0016835731,0.00024935088,0.0017025628
2019-03-18,12.47,3.0309086e-05,0.013096928,0.003010644,0.00638895,0.008953165
2019-03-19,12.28,3.1897955e-05,0.98661894,0.01348557,0.008647954,0.0112427855
2019-03-20,12.51,8.919599e-06,0.013237526,0.0032737276,0.00036558183,0.0017210796
2019-03-21,12.08,8.975693e-05,0.99358857,0.008150973,0.011943124,0.0019466478
2019-03-22,12.24,1.29738155e-05,0.0030663365,0.0019801662,0.0010492456,0.0019611146
2019-03-25,11.76,6.252664e-05,0.9753143,0.98754,0.9915292,0.0032765015
2019-03-26,11.72,3.2230302e-05,0.00938194,0.9950612,0.98926955,0.0024719199
2019-03-27,12.16,8.46577e-06,2.2102071e-05,0.0058883466,0.0014587631,1.1927525e-05
2019-03-28,12.04,1.2650809e-05,5.4626147e-05,0.008649336,0.00024063277,5.295228e-05
