date,close,proba_fwd_positive_t180,proba_fwd_positive_t60,proba_fwd_positive_t5,proba_fwd_positive_t10,proba_fwd_positive_t20
2018-05-02,56.57,0.011288111,0.9987243,0.99773055,0.0035773509,0.0017847227
2018-05-03,57.91,0.0018272558,0.9992348,0.0051279794,0.008688602,0.0022153216
2018-05-04,57.54,0.0007890697,0.9998024,0.0021686987,0.00138673,0.005305711
2018-05-07,55.6,0.0028316288,0.9995541,0.9958853,0.9928328,0.006799428
2018-05-08,56.27,0.0010739972,0.9995535,0.008478141,0.003866762,0.0056126146
2018-05-09,58.24,0.00019741378,0.9996718,0.0009872678,0.0046800943,0.00495923
2018-05-10,57.07,0.0004076835,0.99863017,0.0007031702,0.00072621135,0.99151576
2018-05-11,56.74,0.00016595617,0.9989593,0.00050865277,0.0011808393,0.9995524
2018-05-14,56.84,0.0005999148,0.99924964,0.00021467188,2.6003838e-05,0.9990169
2018-05-15,55.9,0.00042508412,0.99949515,0.00018977097,0.0003497499,0.9996339
2018-05-16,56.27,0.00032237225,0.99718887,0.0003252671,0.00010991848,0.9992324
2018-05-17,56.4,0.0042630737,0.9981602,7.092749e-05,0.0001581808,0.9990854
2018-05-18,56.37,0.0005962109,0.99974436,6.966587e-06,0.000121068435,0.99818677
2018-05-21,56.57,0.00037840137,0.99853075,6.963696e-05,0.00081760477,0.99787354
2018-05-22,55.9,0.000719242,0.9996908,2.9765819e-05,0.0008033618,0.008061355
2018-05-23,55.33,0.0034790537,0.99879706,0.0014336625,0.99735934,0.99667287
2018-05-24,55.36,0.001275444,0.997924,0.00059288373,0.99850035,0.99792516
2018-05-25,54.22,0.011133321,0.994894,0.0025342312,0.998281,0.9962639
2018-05-28,50.64,0.9771852,0.99932706,0.99885416,0.9999896,0.9995522
2018-05-29,50.54,0.9905884,0.9998211,0.99930847,0.99997866,0.9998783
2018-05-30,50.54,0.9826164,0.9997495,0.9999424,0.9999881,0.9999838
2018-05-31,50.21,0.99548835,0.9994967,0.99995863,0.99996865,0.99997246
2018-06-01,50.24,0.9884,0.9984628,0.9999844,0.99999404,0.9999962
2018-06-04,54.19,0.011412737,0.9982039,0.99816895,0.9997286,0.9998423
2018-06-05,54.22,0.014245529,0.9979013,0.9991166,0.99977344,0.99955684
2018-06-06,56.87,0.0020324353,0.0055003306,0.9990088,0.9969511,0.9996669
2018-06-07,57.91,0.00076719996,0.0013409709,0.006667159,0.008842994,0.99519736
2018-06-08,56.9,0.0043800673,0.00210999,0.9969202,0.99488246,0.9994974
2018-06-11,57.6,0.0003888206,0.0001531937,0.9940951,0.99643445,0.9958332
2018-06-12,57.24,0.004014186,0.00052869885,0.0055486904,0.9994646,0.99643916
2018-06-13,57.24,0.0006897308,0.0005038701,0.9983364,0.9997446,0.9911641
2018-06-14,57.91,0.00071881263,8.021152e-05,0.0024251058,0.99576366,0.0023171382
2018-06-15,57.57,0.014063177,0.00015420583,0.9985879,0.9999709,0.0043767667
2018-06-18,57.91,0.0038010583,0.00017141244,0.9948245,0.999278,0.0034622997
2018-06-19,55.6,0.9712983,0.0031469066,0.99970883,0.99989283,0.9948437
2018-06-20,57.4,0.012564002,0.000318403,0.9997527,0.9995921,0.0041287043
2018-06-21,57.24,0.9666509,0.0031649831,0.9997904,0.9992834,0.00048583126
2018-06-22,58.58,0.0019671763,0.00037921465,0.9979771,0.9972697,0.00059706415
