date,close,proba_fwd_positive_t180,proba_fwd_positive_t60,proba_fwd_positive_t5,proba_fwd_positive_t10,proba_fwd_positive_t20
2018-07-24,3.38,0.0018087546,0.0019733394,0.9957574,0.0018874147,0.0005581005
2018-07-25,3.52,0.0008536205,0.00051667594,0.0026338839,0.00023508201,0.0005674874
2018-07-26,3.45,0.0011643709,0.00089425215,0.0021864958,0.00052971346,0.0002740345
2018-07-27,3.45,0.00076074095,9.98783e-05,0.0009883008,0.0015192182,0.00024824313
2018-07-30,3.48,0.0004336412,0.00040015994,0.0010238946,0.0007652478,0.00052571285
2018-07-31,3.41,0.00064096844,0.0033392867,0.00034486505,0.0015801237,0.0008259644
2018-08-01,3.35,0.0006227879,0.002661957,0.0008461472,0.0030102562,0.0010518468
2018-08-02,3.28,0.0008373879,0.0028919189,0.00551926,0.0009079913,0.00064168393
2018-08-03,3.24,0.00082573376,0.0049736015,0.99654895,0.011922357,0.00069189223
2018-08-06,3.21,0.00096023397,0.009872013,0.99878925,0.99289554,0.00052430393
2018-08-07,3.17,0.0009025937,0.9484232,0.9995704,0.9873975,0.00070083566
2018-08-08,3.31,0.000406727,0.00953665,0.0004914632,0.0020835467,5.0700237e-05
2018-08-09,3.28,0.0010574729,0.0018308625,0.00060298824,0.0013794748,0.00029774633
2018-08-10,3.31,0.00024318579,0.0023858855,0.0009345173,0.0022043379,0.00015653708
2018-08-13,3.35,0.00042431997,0.0026251376,0.00038296054,0.0011345271,0.00038574502
2018-08-14,3.35,0.0011220034,0.002513354,0.00059639046,0.00023874787,0.0015889754
2018-08-15,3.24,0.0026730732,0.0033770185,0.9992385,0.0008357976,0.00088430167
2018-08-16,3.24,0.0025426766,0.0009263765,0.9977451,0.0002622686,0.0008221051
2018-08-17,3.24,0.00063603447,0.0004137856,0.9914459,3.5942066e-05,0.0009268373
2018-08-20,3.24,5.2613428e-05,0.0010606035,0.0018977165,4.369181e-05,0.0037177417
2018-08-21,3.21,4.946631e-05,0.0036263412,0.0010386696,0.00020998999,0.988972
2018-08-22,3.28,0.00019566611,0.0008195279,0.0007556429,0.002849572,0.9972832
2018-08-23,3.28,0.000110005094,0.00017357012,0.00057840755,0.0008043565,0.999711
2018-08-24,3.28,0.0001778255,0.00028673897,0.00030832455,0.0003057894,0.99941194
2018-08-27,3.24,0.00019375021,0.0033279145,0.0015682523,0.0014005483,0.9998784
2018-08-28,3.21,0.00022823602,0.01229599,0.0011395427,0.001211674,0.9999702
2018-08-29,3.17,3.3014927e-05,0.99047065,0.0022978112,0.0049048983,0.99988556
2018-08-30,3.24,1.0296257e-05,0.9847963,0.0006608438,0.0013346005,0.99885046
2018-08-31,3.21,8.4300245e-06,0.9758646,0.000988961,0.002147126,0.9997861
2018-09-04,3.21,1.8366e-05,0.013321074,0.0014361728,0.0019671519,0.9996189
2018-09-05,3.17,1.4347079e-05,0.99833834,0.0056177825,0.9951061,0.9994815
2018-09-06,3.14,2.8305005e-05,0.9955915,0.0055789384,0.9983569,0.99993694
2018-09-07,3.1,4.9521244e-05,0.99902046,0.9936365,0.99969554,0.99938214
2018-09-10,3.1,4.9540376e-05,0.9934273,0.0030756975,0.9983853,0.99982774
2018-09-11,3.14,5.4613178e-05,0.9989448,0.0037601104,0.99851114,0.99962735
2018-09-12,3.1,6.4011765e-05,0.99957293,0.99315864,0.9960925,0.9998215
2018-09-13,3.1,0.00012197077,0.9994844,0.9985316,0.9987452,0.9997919
2018-09-14,3.14,6.308796e-05,0.9973742,0.99983513,0.9995845,0.9990056
2018-09-17,3.1,0.00036777847,0.99985385,0.99937916,0.99982846,0.9988275
2018-09-18,3.14,0.00020008138,0.9959001,0.9950099,0.9991478,0.9979164
2018-09-19,3.28,0.00011130961,0.98999083,0.9979206,0.99756134,0.9941603
2018-09-20,3.31,0.00014420884,0.9851077,0.9981117,0.9995541,0.002363785
2018-09-21,3.55,0.00016966568,0.00036167467,0.99571425,0.9930038,1.842988e-05
2018-09-24,3.48,0.0003159537,3.9592385e-05,0.99875534,0.995862,1.0713681e-05
2018-09-25,3.48,0.00025648944,0.00012164056,0.9986609,0.99426055,1.7771295e-05
2018-09-26,3.48,0.00036263413,0.0007499165,0.9998097,0.001650618,1.2471402e-05
2018-09-27,3.48,0.0006253783,0.00061140006,0.9982066,0.0018217154,9.2963135e-05
2018-09-28,3.59,0.00018452064,6.467566e-05,0.0025052489,0.0006891287,6.5183817e-06
2018-10-01,3.69,0.0011452886,0.00015141875,0.0003704837,3.6782938e-05,1.02253525e-05
2018-10-02,3.66,0.002417213,4.9147886e-05,0.00097531924,0.00036692573,7.301346e-05
2018-10-03,3.62,0.001739457,0.00013639132,9.8345176e-05,6.486342e-05,0.000107141765
2018-10-04,3.66,0.0014288505,0.00076686585,0.00020100187,1.0783199e-05,0.00019204027
2018-10-05,3.59,0.0039700214,0.00030625652,0.00049240806,7.251872e-05,0.00050061423
2018-10-08,3.55,0.0006400229,0.0007836441,0.00029930257,2.5342482e-05,0.0003023092
2018-10-09,3.52,0.0021188557,0.00064878986,0.00039646996,0.00024997385,0.00013887309
2018-10-10,3.45,0.0032960798,0.00012481763,0.0013146269,0.00033175462,0.00011587193
2018-10-11,3.21,0.003367451,0.0012096398,0.9940157,0.0016518695,0.0010060669
2018-10-12,3.31,0.0006806724,0.0010469547,0.0016792949,0.0010816972,0.0001340322
2018-10-15,3.28,0.0023989584,0.0040943567,0.004656849,0.0012757399,0.0003883385
2018-10-16,3.35,0.0016399004,0.00042193272,3.0515264e-05,0.00019684614,4.877757e-05
2018-10-17,3.35,0.0010847972,0.00045190987,0.00014415523,3.516492e-05,0.0023407661
2018-10-18,3.28,0.0018201441,0.0005032583,0.00020527447,3.556785e-05,0.0004081976
2018-10-19,3.28,0.0008153038,0.0003898896,0.0005956213,2.0163836e-05,0.00054763013
2018-10-22,3.24,0.00034631253,0.00071423117,0.00057153084,5.490304e-05,0.00013540518
2018-10-23,3.21,0.0014360284,0.00094806246,0.0042110784,0.0046341503,0.0019249694
2018-10-24,3.17,0.0008269819,0.0016088133,0.9912601,0.0038496233,0.0076428754
2018-10-25,3.14,0.001599035,0.0016360866,0.995291,0.9869169,0.99681973
2018-10-26,3.21,0.00028952528,0.0010673719,0.0019429058,0.0027589484,0.9927942
2018-10-29,3.17,0.0010839945,0.0007085722,0.0046410924,0.0013367446,0.99839157
2018-10-30,3.14,0.0017295296,0.0017834624,0.9959758,0.0010152879,0.99777514
2018-10-31,3.24,0.00046718973,0.00066302303,0.0014069136,0.00045416327,0.0065968675
2018-11-01,3.17,0.00079121365,0.00030074737,0.9937909,0.000502921,0.9937179
2018-11-02,3.17,0.0028318872,0.0002467668,0.0008353708,0.0001398118,0.99756217
2018-11-05,3.17,0.0027403112,0.003015563,0.0022034894,0.0015165948,0.99701643
2018-11-06,3.17,0.00084354973,0.0029741188,0.00046268516,0.001744472,0.9984145
2018-11-07,3.17,0.00067666423,0.0005030843,0.0030265355,0.0024439122,0.9969997
2018-11-08,3.21,0.000107179665,0.0029651793,0.0015824995,0.9969336,0.99803585
2018-11-09,3.17,0.00033898445,0.9810379,0.0014738678,0.99686795,0.9996247
2018-11-12,3.17,0.00029174561,0.98644686,0.00036215567,0.9988444,0.9941717
2018-11-13,3.07,0.0012208587,0.99680746,0.9961444,0.998447,0.9979962
2018-11-14,3.1,0.00018038471,0.9966959,0.99701715,0.9991315,0.99950576
2018-11-15,3.1,0.00031537077,0.9967919,0.9982839,0.99986875,0.9991035
2018-11-16,3.1,0.000274389,0.99846494,0.99651706,0.99989283,0.9943078
2018-11-19,3.17,0.00021313634,0.99309933,0.9978732,0.9989557,0.9977083
2018-11-20,3.17,0.0003214393,0.98899686,0.0059769377,0.999741,0.9997142
2018-11-21,3.14,0.0001287186,0.9946491,0.99875045,0.9999213,0.9965125
2018-11-22,3.28,0.00012606784,0.97105634,0.0020626022,0.99777716,0.010798596
2018-11-23,3.28,0.00013406902,0.008469432,0.0018582402,0.99582374,0.002609167
2018-11-26,3.24,0.00011078514,0.9977125,0.99913067,0.99973387,0.0049194144
2018-11-27,3.17,0.00025609432,0.9952478,0.9980317,0.9988531,0.004480489
2018-11-28,3.21,8.992803e-05,0.99338055,0.9961727,0.99751925,0.998071
2018-11-29,3.24,5.129775e-05,0.99855834,0.99669063,0.9993351,0.9946109
2018-11-30,3.28,3.8323727e-05,0.98913175,0.9980014,0.99474853,0.9897167
2018-12-03,3.35,0.00016286617,0.0012828924,0.99285066,0.002780379,0.0006540913
2018-12-04,3.41,0.00024267554,0.0004763231,0.00505881,0.0003539977,6.9000525e-05
2018-12-05,3.38,0.00014145936,0.0016891451,0.9887869,0.00027614788,0.00017421179
2018-12-06,3.41,0.00037001516,0.0016890632,0.0030618068,2.0174413e-05,2.1361466e-05
2018-12-07,3.45,0.0006273896,0.00021307357,0.00013013664,4.6306909e-07,0.00039527516
2018-12-10,3.41,0.0005560605,0.00061366544,0.00012875334,0.00034696702,0.0001115472
2018-12-11,3.38,0.0003924058,0.9954685,0.0013103754,0.00016793977,0.00070433883
2018-12-12,3.41,0.00023948858,0.98542386,0.00023934111,1.1681166e-05,0.00025829586
2018-12-13,3.35,0.0002222601,0.99316275,0.00038526504,0.0005685548,0.0002688922
