date,equity
2016-07-25,100000000.0
2016-11-03,100912714.0
2017-07-27,104075418.0
2017-08-08,104173978.0
2017-08-23,104238653.0
2018-05-21,104604501.0
2018-08-29,104719240.0
2018-09-14,104743543.0
2018-10-19,105438352.0
2019-07-16,110418061.0
2019-07-31,110343470.0
2020-04-21,108786333.0
2020-06-02,109858850.0
2020-06-24,109625946.0
2021-03-15,110670281.0
2021-09-10,111121552.0
2021-09-30,111000795.0
2021-11-17,112302014.0
2022-08-10,112103571.0
2022-09-12,112021449.0
2023-02-08,111810155.0
2023-06-07,112273551.0
2023-06-27,112343962.0
2024-03-18,113581910.0
2024-03-20,113526655.0
2024-03-22,113495303.0
2024-03-26,113631337.0
2024-03-28,113576552.0
2024-04-01,113527721.0
2024-04-03,113467077.0
2024-04-08,113396976.0
2024-04-10,113313897.0
2024-06-03,113354249.0
2024-07-10,113237149.0
2024-09-25,113199631.0
2025-03-14,113084542.0
2025-03-18,113047537.0
2025-03-20,112992518.0
2025-03-31,112693456.0
2025-04-02,112733909.0
2025-04-04,112431202.0
2025-06-26,112348825.0
2025-06-30,112324861.0
2025-07-09,112236997.0
2025-07-15,112128732.0
2025-07-28,112111395.0
2025-07-30,112119902.0
2025-08-04,112026272.0
2025-08-06,112061490.0
2025-08-08,112050015.0
2025-08-14,111913629.0
2025-08-18,111948362.0
2025-08-20,111825869.0
2025-12-10,111796158.0
2025-12-29,111793564.0
2026-01-08,111565799.0
2026-01-14,111541835.0
2026-01-16,111406444.0
2026-03-06,111331099.0
