date,equity
2019-09-16,100000000.0
2020-06-09,100101345.0
2021-06-25,99960718.0
2022-04-15,100143379.0
2023-01-09,97882293.0
2023-05-08,97756174.0
2023-06-05,98166781.0
2023-06-26,98234540.0
2024-03-26,103799236.0
2024-03-28,103744065.0
2024-04-01,103906095.0
2024-04-03,103837865.0
2024-04-05,103542443.0
2024-04-09,103712780.0
2024-10-16,103920991.0
2024-10-22,103891934.0
2024-10-24,103867970.0
2024-10-28,103817386.0
2024-10-30,103828823.0
2024-11-01,103701435.0
2024-11-06,103660915.0
2024-11-08,103894340.0
2024-11-12,104339633.0
2024-11-14,104334709.0
2024-11-18,104327283.0
2024-11-21,104581180.0
2024-11-25,104764110.0
2024-11-27,104811485.0
2024-12-02,104906942.0
2024-12-12,104714489.0
2024-12-27,104134698.0
2024-12-31,104137305.0
2025-04-01,103822343.0
2025-07-11,103818110.0
2025-11-06,103671122.0
2025-11-25,103522900.0
2026-01-27,103590428.0
