date,equity
2016-09-14,100000000.0
2016-11-22,99759188.0
2017-02-14,99735224.0
2017-12-08,102858114.0
2018-09-05,104346046.0
2018-10-01,104386102.0
2019-07-18,104619694.0
2020-04-09,105210288.0
2020-06-19,105062722.0
2021-03-16,105360717.0
2021-12-22,104902038.0
2022-02-09,105926937.0
2022-10-28,104730707.0
2022-12-26,104635859.0
2023-02-10,104343813.0
2023-10-30,104014489.0
2024-01-03,104406907.0
2024-10-04,104614408.0
2025-07-16,104430438.0
2025-08-06,104489715.0
2025-08-27,104604976.0
2026-02-10,104030149.0
