date,equity
2018-05-11,100000000.0
2019-06-26,101521866.0
2019-07-30,101128978.0
2019-08-02,101134605.0
2021-02-23,102674681.0
2021-03-25,102407491.0
2022-03-23,104335446.0
2022-04-26,104370640.0
2022-09-26,104287683.0
2023-10-26,104012818.0
2024-04-15,103855199.0
2024-09-04,103795369.0
2024-10-09,103718730.0
2025-02-19,103616757.0
2025-03-31,103418095.0
2025-09-26,103499262.0
2025-10-20,103286190.0
2025-11-19,103329441.0
