date,equity
2018-05-02,100000000.0
2018-07-13,99952636.0
2019-08-27,100344311.0
2019-09-24,100233760.0
2019-09-26,100222316.0
2019-09-30,100230963.0
2019-10-02,100182359.0
2019-10-16,100148742.0
2020-06-15,100556041.0
2020-09-23,100500039.0
2021-06-16,100945298.0
2021-07-01,101275016.0
2021-07-05,101222914.0
2021-07-07,101175646.0
2021-07-09,101119498.0
2021-07-13,101095534.0
2021-07-15,101080628.0
2021-08-10,101028327.0
2021-11-18,101009753.0
2021-11-22,100985789.0
2021-11-24,100937252.0
2021-11-26,100934802.0
2021-11-30,100818475.0
2021-12-02,100673921.0
2021-12-06,100491653.0
2021-12-08,100378754.0
2021-12-10,100354790.0
2021-12-20,100217995.0
2021-12-22,100159842.0
2021-12-28,100104332.0
2021-12-30,100107062.0
2022-01-04,99928588.0
2022-01-06,100007450.0
2022-01-10,100110668.0
2022-01-13,100079159.0
2022-01-17,99993131.0
2022-01-19,99901529.0
2022-01-21,99861728.0
2022-02-07,99925193.0
2022-04-19,99914638.0
2022-04-22,99848924.0
2022-04-26,100113954.0
2022-05-09,100005206.0
2022-06-03,100028661.0
2022-08-12,100051668.0
2022-08-22,99958313.0
2022-10-06,99929446.0
2023-01-03,99841878.0
2023-06-23,99817913.0
2023-07-04,99826909.0
2023-07-31,99863056.0
2023-08-04,99845396.0
2023-08-08,99839279.0
2023-08-24,99821068.0
2023-09-18,99785163.0
2023-09-20,99761199.0
2023-10-19,99784141.0
2023-10-26,99713566.0
2024-01-08,99599599.0
2024-01-12,99545849.0
2024-01-16,99539723.0
2024-01-18,99515759.0
2024-01-23,99479478.0
2024-01-26,99560323.0
2024-02-07,99584138.0
2024-02-16,99522857.0
2024-02-21,99607575.0
2024-02-26,99669486.0
2024-02-28,99702338.0
2024-03-01,99725883.0
2024-03-05,99765096.0
2024-03-07,99813788.0
2024-03-11,99764592.0
2024-03-14,99769968.0
2024-03-18,99659555.0
2024-03-20,99589132.0
2024-03-22,99554625.0
2024-04-11,99469173.0
2024-04-15,99311990.0
2024-04-17,99225222.0
2024-04-22,99148299.0
2024-04-24,99099532.0
2024-04-26,99002414.0
2024-05-03,98945355.0
2024-05-07,99216852.0
2024-05-09,99134542.0
2024-05-13,98935676.0
2024-05-15,98952675.0
2024-05-17,98897235.0
2024-05-21,98941491.0
2024-05-24,98957170.0
2024-05-29,98946246.0
2024-05-31,98935891.0
2024-06-04,98903251.0
2024-06-06,98988061.0
2024-06-10,98884081.0
2024-06-12,98897844.0
2024-06-14,98837495.0
2024-06-20,98786062.0
2024-06-28,98671245.0
2024-07-02,98709448.0
2024-07-10,98614503.0
2024-07-12,98590539.0
2024-07-16,98621486.0
2024-07-18,98642432.0
2024-12-03,98757396.0
2024-12-10,98743692.0
2024-12-31,98378039.0
2025-01-06,98304031.0
2025-02-05,98334781.0
2025-07-03,98269058.0
2025-07-14,98226798.0
2025-07-16,98178657.0
2025-07-22,98178946.0
2025-07-25,98126593.0
2025-07-30,98127516.0
2025-08-15,98103552.0
2026-01-27,98006923.0
2026-01-29,98019898.0
2026-03-02,97975086.0
2026-03-12,97906547.0
2026-03-23,97806444.0
