date,equity
2017-11-01,100000000.0
2018-01-30,100048249.0
2018-02-08,100108561.0
2018-04-20,100057447.0
2018-10-25,100017426.0
2018-12-17,99378241.0
2019-12-31,99048679.0
2020-03-23,98609919.0
2020-07-17,99225925.0
2020-10-26,98909495.0
2021-01-28,98845843.0
2021-02-01,98690891.0
2021-08-16,104137650.0
2021-12-06,104119566.0
2022-04-18,103852699.0
2023-04-28,103993131.0
2023-06-12,103793458.0
2023-07-14,104185944.0
2023-08-18,103861912.0
2024-10-30,104660171.0
2025-04-03,104339040.0
2025-07-16,104418314.0
2025-08-22,103947766.0
