date,equity
2016-09-30,100000000.0
2017-02-14,100394128.0
2017-02-24,100126831.0
2017-03-30,100002008.0
2017-10-25,99738680.0
2018-10-15,99641627.0
2019-01-18,99504342.0
2019-05-30,99726053.0
2019-06-04,99734306.0
2019-07-05,100130766.0
2019-07-30,99837745.0
2019-12-17,99704806.0
2020-01-08,99466434.0
2020-07-27,98970519.0
2021-09-13,101865228.0
2021-11-19,101532840.0
2022-04-07,101382807.0
2023-05-19,101282795.0
2024-03-15,102702754.0
2024-05-13,103021120.0
2024-08-01,102696989.0
2025-01-08,102667119.0
2025-08-22,102400594.0
2026-03-09,102149756.0
