date,equity
2017-09-05,100000000.0
2018-06-07,99688178.0
2019-10-30,99454376.0
2020-05-19,100259413.0
2020-06-04,100569772.0
2021-02-23,103442338.0
2021-04-14,103142449.0
2021-07-20,102202341.0
2022-05-09,103701618.0
2022-07-20,103818308.0
2022-08-23,104003034.0
2022-09-30,103260336.0
2023-02-14,103478665.0
2023-11-01,103312231.0
2024-01-08,103311240.0
2024-10-22,103071636.0
2025-03-05,102958294.0
2025-08-11,103646695.0
2025-09-03,102701301.0
2026-01-07,103483770.0
2026-01-20,103402096.0
2026-03-13,103716685.0
