date,equity
2016-09-26,100000000.0
2016-11-16,99962785.0
2017-03-02,99945348.0
2017-04-07,100234931.0
2017-04-17,100150172.0
2017-05-18,100467013.0
2017-08-21,100234018.0
2018-01-15,100924041.0
2018-03-16,102083592.0
2018-03-29,101943270.0
2019-03-21,101660452.0
2019-10-18,101547130.0
2021-03-10,106759440.0
2021-08-27,107849079.0
2021-12-03,107486117.0
2021-12-16,107400969.0
2021-12-23,107110950.0
2022-09-19,106765011.0
2023-05-23,107071471.0
2023-08-22,108507587.0
2023-10-26,108261037.0
2024-04-15,108103862.0
2024-10-21,108014377.0
2024-11-11,107906814.0
2025-04-03,107597212.0
2026-03-18,107124070.0
