date,equity
2018-09-26,100000000.0
2018-12-17,99883719.0
2018-12-19,99859755.0
2019-04-11,99826310.0
2019-05-30,99662755.0
2019-11-05,99676458.0
2020-01-30,99720168.0
2020-03-05,99626466.0
2021-03-30,99924891.0
2021-09-14,99683214.0
2022-02-21,100477296.0
2022-09-28,100520126.0
2022-11-16,100102607.0
2023-04-24,100027076.0
2023-04-26,99913749.0
2023-09-11,99828537.0
2024-04-03,99901695.0
2024-10-23,99781944.0
2026-04-03,99813672.0
