date,equity
2018-02-02,100000000.0
2018-03-05,99797503.0
2018-03-07,99621783.0
2018-08-31,99821057.0
2018-09-26,99736931.0
2018-10-01,99747220.0
2019-04-05,99782268.0
2019-12-23,99488867.0
2020-06-24,99314488.0
2020-09-17,98992502.0
2021-06-10,99134877.0
2021-07-21,98653208.0
2022-08-08,97522051.0
2022-09-07,97229445.0
2023-02-06,97421909.0
2023-11-07,96724804.0
2024-02-06,96707012.0
2024-03-20,96872042.0
2024-12-10,97324961.0
2025-03-11,97300997.0
2025-12-26,97434219.0
2026-01-28,99854025.0
2026-01-30,99912876.0
2026-02-03,99767955.0
2026-02-05,99571436.0
2026-02-09,99566176.0
2026-02-11,99422676.0
2026-02-13,99421819.0
2026-03-03,99674922.0
2026-03-05,99151703.0
2026-03-10,98851688.0
