date,equity
2016-09-14,100000000.0
2017-04-13,100319849.0
2017-04-28,100140253.0
2018-02-06,98943883.0
2018-08-31,99207132.0
2018-09-11,99469247.0
2018-10-02,99999048.0
2018-10-22,99567915.0
2019-08-02,100288332.0
2020-08-25,100303761.0
2020-09-17,100333438.0
2021-06-10,100649899.0
2022-05-13,99800642.0
2023-01-17,100371329.0
2023-02-13,100491402.0
2023-11-03,99647525.0
2024-02-16,99940615.0
2024-02-27,99857789.0
2024-07-16,100234201.0
2024-08-01,99737694.0
2025-01-10,99666605.0
2025-10-15,102194083.0
2025-11-03,101820421.0
