date,equity
2016-07-14,100000000.0
2017-10-09,101359406.0
2017-10-27,101226574.0
2017-12-15,101110717.0
2018-09-18,101039159.0
2018-10-18,100821121.0
2019-07-18,100465321.0
2019-11-11,100333734.0
2020-02-17,100853658.0
2020-03-20,100033286.0
2020-06-30,99317917.0
2021-03-30,102379600.0
2021-05-06,102857221.0
2022-02-08,103706867.0
2022-10-26,99678634.0
2023-10-03,100332972.0
2024-02-16,100374719.0
2024-11-25,100636578.0
2025-08-25,103006647.0
2025-08-27,103026124.0
2025-08-29,103060291.0
2025-09-04,103030732.0
2025-09-08,102864552.0
2025-09-10,102784044.0
2025-09-12,102760080.0
2025-09-18,102792800.0
2025-09-22,102739980.0
2025-09-24,102831021.0
2025-10-01,103010008.0
2025-10-08,103081340.0
2025-10-15,103017950.0
2025-10-17,102960523.0
2025-10-21,102987332.0
2025-10-23,102977744.0
2025-11-05,102924228.0
2026-01-09,102773732.0
2026-01-13,102771973.0
2026-01-23,102691571.0
2026-01-30,102680288.0
2026-02-03,102624969.0
2026-02-05,102507384.0
2026-02-09,102405722.0
2026-02-11,102488837.0
2026-02-13,102562632.0
2026-02-27,102449518.0
2026-03-03,102473101.0
2026-03-05,102341675.0
2026-03-10,102592786.0
2026-03-12,102532785.0
2026-03-17,102568612.0
2026-03-19,102550938.0
2026-03-23,102313427.0
