date,equity
2016-10-27,100000000.0
2017-10-26,101792038.0
2017-12-11,101800398.0
2018-09-06,102523194.0
2018-10-16,102315998.0
2019-04-02,102191152.0
2019-06-05,102275083.0
2019-08-13,102338087.0
2019-08-15,102355528.0
2019-08-19,102281051.0
2019-08-21,102247816.0
2019-08-23,102146899.0
2019-08-27,102094461.0
2019-08-29,102094548.0
2019-09-03,102080260.0
2019-11-11,102009894.0
2019-11-14,101939685.0
2019-11-18,101873405.0
2019-11-20,101740243.0
2019-11-22,101672528.0
2019-11-26,101667751.0
2020-01-31,101489612.0
2020-02-04,101523284.0
2021-03-16,103192991.0
2021-04-09,103250157.0
2021-06-10,103226193.0
2021-06-14,103206481.0
2021-07-07,103458464.0
2021-07-14,103192271.0
2021-10-19,103127886.0
2021-10-25,103107489.0
2021-11-05,103333916.0
2021-11-09,103235847.0
2021-11-11,103270165.0
2021-11-15,103285394.0
2021-11-19,103115137.0
2021-11-23,103156248.0
2021-11-25,103072153.0
2022-02-17,103107606.0
2022-02-21,103065057.0
2022-02-23,103026736.0
2022-02-28,102825371.0
2022-03-02,102740693.0
2022-03-04,102801083.0
2022-03-11,102636974.0
2022-03-15,102791328.0
2022-03-17,102775284.0
2022-04-04,102730975.0
2022-04-25,102204053.0
2022-04-27,102164928.0
2022-06-15,102209645.0
2022-06-17,102192366.0
2022-12-21,102135673.0
2023-01-09,102111709.0
2023-01-12,102050792.0
2023-02-03,101731373.0
2023-02-07,101673727.0
2023-07-20,101658229.0
2023-07-28,101717617.0
2023-08-02,101718263.0
2023-08-04,101669780.0
2023-09-14,101545514.0
2023-09-18,101526239.0
2023-09-20,101613180.0
2023-12-11,101695514.0
2023-12-13,101676254.0
2023-12-28,101558536.0
2024-01-03,101534572.0
2024-01-05,101454062.0
2024-01-09,101511440.0
2024-01-12,101431980.0
2024-01-16,101497411.0
2024-01-18,101491446.0
2024-01-22,101445119.0
2024-01-24,101372105.0
2024-01-26,101348141.0
2024-01-30,101314248.0
2024-02-01,101298998.0
2024-02-05,101189133.0
2024-02-07,101173931.0
2024-02-19,101070679.0
2024-02-21,101019748.0
2024-02-23,100915694.0
2024-03-06,100817595.0
2024-03-08,100757685.0
2024-03-12,100715748.0
2024-03-14,100668217.0
2024-03-18,100472205.0
2024-03-20,100552816.0
2024-03-22,100520822.0
2024-03-26,100555085.0
2024-03-28,100539250.0
2024-04-02,100519082.0
2024-04-04,100515761.0
2024-04-08,100372874.0
2024-04-17,100207968.0
2024-04-22,100311243.0
2024-05-14,100254660.0
2024-07-16,100170132.0
2024-08-06,100162818.0
2024-08-26,99908627.0
2024-08-29,99825733.0
2024-09-04,99762585.0
2025-02-13,99738621.0
2025-06-23,99759843.0
2025-09-11,99735879.0
2025-10-22,99748931.0
2025-10-30,99687496.0
2025-11-05,99725179.0
2025-11-07,99590429.0
2025-12-23,99545056.0
2026-01-27,100390274.0
2026-04-07,99744641.0
