date,equity
2016-07-14,100000000.0
2016-09-14,99830470.0
2017-06-27,101939444.0
2017-07-12,101697959.0
2018-06-26,100535772.0
2018-09-26,100855412.0
2018-10-16,100822423.0
2019-07-18,101051324.0
2020-05-06,99855914.0
2020-06-12,99904245.0
2020-08-18,100357895.0
2020-09-08,100326593.0
2020-09-23,100639556.0
2020-10-08,100656343.0
2021-07-01,104005214.0
2022-03-23,104912445.0
2022-12-27,104269702.0
2023-02-20,104796711.0
2023-11-13,107908927.0
2024-01-02,107953255.0
2024-03-04,107902687.0
2024-03-08,107712020.0
2024-03-12,107728989.0
2024-03-14,107705025.0
2024-03-18,107576222.0
2024-03-20,107624522.0
2024-03-22,107610687.0
2024-03-27,107642711.0
2024-04-11,107634454.0
2024-04-22,107575147.0
2024-05-08,107538674.0
2024-05-15,107548482.0
2024-05-17,107543334.0
2024-05-21,107585619.0
2024-05-23,107632552.0
2024-05-27,107579465.0
2024-06-17,107605550.0
2024-07-16,107581586.0
2024-12-12,107587590.0
2025-06-03,107584021.0
2025-07-09,107600059.0
2025-07-15,107428200.0
2025-07-17,107383424.0
2025-09-23,107269850.0
2025-09-25,107307841.0
2025-09-29,107272500.0
2025-10-01,107166432.0
2025-11-05,107124717.0
2026-01-27,107344794.0
2026-01-29,107447916.0
2026-02-02,107406512.0
2026-02-04,107404398.0
2026-02-06,107402836.0
2026-02-10,107301039.0
2026-02-12,107455792.0
2026-02-23,107458375.0
2026-02-25,107444391.0
2026-02-27,107567185.0
2026-03-03,107568264.0
2026-03-06,107580359.0
2026-03-10,107496061.0
2026-03-12,107487713.0
2026-03-18,107641893.0
2026-03-24,107723010.0
