date,equity
2017-01-11,100000000.0
2017-06-13,100518139.0
2017-09-25,100191366.0
2018-05-14,100005021.0
2020-10-28,99801884.0
2021-03-16,99827883.0
2021-07-12,99594249.0
2021-08-23,99120591.0
2021-09-28,98924166.0
2022-04-25,98282152.0
2022-10-03,97980720.0
2023-02-13,97758815.0
2023-06-13,98030937.0
2023-07-12,98382144.0
2023-07-27,98157141.0
2024-05-09,98073533.0
2024-07-24,98178870.0
2025-02-24,98354945.0
2025-07-31,98179196.0
2025-08-27,98224289.0
2025-12-26,97984534.0
2026-02-11,98007820.0
