date,equity
2016-09-14,100000000.0
2017-11-16,99699306.0
2018-10-15,99925216.0
2019-02-27,99859292.0
2019-04-23,99590669.0
2020-06-09,99222842.0
2021-06-09,100225511.0
2022-03-23,100707504.0
2022-09-16,101025483.0
2022-10-17,99946675.0
2023-04-12,100237872.0
2023-06-19,100234087.0
2023-07-12,100543137.0
2024-04-02,101352484.0
2024-04-17,100496808.0
2024-07-01,100522706.0
2024-08-12,100068688.0
2024-10-15,100307886.0
2024-10-23,100129821.0
2025-07-17,101223441.0
2025-08-01,102153753.0
2025-08-21,101323572.0
2025-10-17,101126216.0
2026-02-23,101367721.0
2026-03-27,100999854.0
