date,equity
2016-07-14,100000000.0
2016-09-16,99758351.0
2017-03-20,99769783.0
2017-07-24,99787610.0
2017-08-04,99757764.0
2018-02-08,99423372.0
2018-02-12,99447529.0
2018-08-01,99370025.0
2018-10-16,99458827.0
2018-12-21,99389483.0
2019-01-23,99516949.0
2019-10-31,99392597.0
2021-05-20,100088359.0
2021-07-12,99493666.0
2021-07-14,99371743.0
2021-08-06,100783768.0
2021-09-27,100404011.0
2022-01-14,99826268.0
2023-10-25,99358077.0
2024-06-24,98997081.0
2025-04-03,98550454.0
2026-04-02,100033709.0
