date,equity
2016-10-12,100000000.0
2016-10-19,99906561.0
2016-10-24,99676211.0
2017-08-14,99687126.0
2017-09-15,99436721.0
2018-01-26,99412757.0
2018-03-16,99245481.0
2018-06-15,99136567.0
2018-11-09,100002108.0
2018-12-06,99927186.0
2019-08-14,99428511.0
2019-12-13,99362521.0
2020-07-29,99025363.0
2020-08-24,99545100.0
2020-10-27,99426188.0
2021-08-05,105482126.0
2021-11-03,107681761.0
2021-12-20,107720717.0
2022-09-28,106874418.0
2024-02-22,109912353.0
2024-06-10,109975649.0
2024-06-27,109925986.0
2024-10-25,109851406.0
2025-08-20,109575001.0
