date,equity
2016-07-14,100000000.0
2016-08-02,99488808.0
2016-11-17,99686330.0
2017-12-19,101399764.0
2018-01-15,101325394.0
2018-01-17,101116396.0
2018-02-05,100732609.0
2018-10-08,100788180.0
2018-10-16,100746648.0
2019-04-10,100722684.0
2020-02-05,99992627.0
2020-06-23,99880824.0
2020-06-29,99756557.0
2021-08-09,109872416.0
2021-11-29,109934120.0
2022-04-12,109338872.0
2023-08-04,109498437.0
2023-08-21,109097723.0
2024-06-24,108886440.0
2025-03-31,108734024.0
2025-09-25,109363264.0
2025-10-03,109246153.0
